system:index,2005-04-15_tcg_stddev,2005-05-15_tcg_stddev,2005-06-15_tcg_stddev,2005-07-15_tcg_stddev,2005-08-15_tcg_stddev,2006-04-15_tcg_stddev,2006-05-15_tcg_stddev,2006-06-15_tcg_stddev,2006-07-15_tcg_stddev,2006-08-15_tcg_stddev,2007-04-15_tcg_stddev,2007-05-15_tcg_stddev,2007-06-15_tcg_stddev,2007-07-15_tcg_stddev,2007-08-15_tcg_stddev,2008-04-15_tcg_stddev,2008-05-15_tcg_stddev,2008-06-15_tcg_stddev,2008-07-15_tcg_stddev,2008-08-15_tcg_stddev,2009-04-15_tcg_stddev,2009-05-15_tcg_stddev,2009-06-15_tcg_stddev,2009-07-15_tcg_stddev,2009-08-15_tcg_stddev,2010-04-15_tcg_stddev,2010-05-15_tcg_stddev,2010-06-15_tcg_stddev,2010-07-15_tcg_stddev,2010-08-15_tcg_stddev,2011-04-15_tcg_stddev,2011-05-15_tcg_stddev,2011-06-15_tcg_stddev,2011-07-15_tcg_stddev,2011-08-15_tcg_stddev,2012-04-15_tcg_stddev,2012-05-15_tcg_stddev,2012-06-15_tcg_stddev,2012-07-15_tcg_stddev,2012-08-15_tcg_stddev,2013-04-15_tcg_stddev,2013-05-15_tcg_stddev,2013-06-15_tcg_stddev,2013-07-15_tcg_stddev,2013-08-15_tcg_stddev,2014-04-15_tcg_stddev,2014-05-15_tcg_stddev,2014-06-15_tcg_stddev,2014-07-15_tcg_stddev,2014-08-15_tcg_stddev,2015-04-15_tcg_stddev,2015-05-15_tcg_stddev,2015-06-15_tcg_stddev,2015-07-15_tcg_stddev,2015-08-15_tcg_stddev,2016-04-15_tcg_stddev,2016-05-15_tcg_stddev,2016-06-15_tcg_stddev,2016-07-15_tcg_stddev,2016-08-15_tcg_stddev,2017-04-15_tcg_stddev,2017-05-15_tcg_stddev,2017-06-15_tcg_stddev,2017-07-15_tcg_stddev,2017-08-15_tcg_stddev,2018-04-15_tcg_stddev,2018-05-15_tcg_stddev,2018-06-15_tcg_stddev,2018-07-15_tcg_stddev,2018-08-15_tcg_stddev,2019-04-15_tcg_stddev,2019-05-15_tcg_stddev,2019-06-15_tcg_stddev,2019-07-15_tcg_stddev,2019-08-15_tcg_stddev,2020-04-15_tcg_stddev,2020-05-15_tcg_stddev,2020-06-15_tcg_stddev,2020-07-15_tcg_stddev,2020-08-15_tcg_stddev,2021-04-15_tcg_stddev,2021-05-15_tcg_stddev,2021-06-15_tcg_stddev,2021-07-15_tcg_stddev,2021-08-15_tcg_stddev,2022-04-15_tcg_stddev,2022-05-15_tcg_stddev,2022-06-15_tcg_stddev,2022-07-15_tcg_stddev,2022-08-15_tcg_stddev,id,.geo
000000000000000000a0,18,0,,0,0,5,34,17,3,0,7,27,9,10,14,24,3,0,17,8,0,40,0,1,6,50,0,15,0,9,23,0,1,16,10,0,,2,0,0,12,24,5,23,0,0,22,16,5,0,0,0,1,0,14,9,39,17,2,9,4,2,0,7,9,5,0,3,0,20,0,0,1,7,0,1,43,0,0,0,,0,0,11,0,0,0,18,9,33,161,"{""type"":""Point"",""coordinates"":[-72.23645160449041,42.43383121783327]}"
000000000000000000a1,22,0,0,1,0,15,35,6,4,0,14,27,9,0,8,31,32,36,13,29,0,21,,0,4,51,2,14,12,2,33,0,6,4,12,0,,0,0,0,9,19,8,3,11,3,0,14,0,0,19,0,1,18,0,14,0,17,1,0,8,0,0,10,3,11,0,10,0,0,0,0,8,3,0,1,45,0,0,0,,0,0,11,0,0,1,6,9,0,162,"{""type"":""Point"",""coordinates"":[-72.24239558619466,42.43634169172636]}"
000000000000000000a2,19,0,0,0,0,15,39,3,4,0,10,25,11,0,13,25,34,40,1,29,0,14,,3,3,48,2,12,6,6,28,0,7,5,9,0,,0,0,0,8,21,5,6,12,0,0,12,0,0,13,0,3,9,0,12,46,15,1,0,5,0,0,6,3,9,0,6,0,0,0,0,3,1,0,0,59,0,0,0,,0,0,14,0,0,1,7,10,0,163,"{""type"":""Point"",""coordinates"":[-72.24167767092506,42.43610981847157]}"
000000000000000000a3,19,0,0,4,0,15,38,3,4,0,10,24,8,0,14,31,30,28,18,12,0,15,,4,2,52,2,16,30,4,32,33,13,10,8,0,,0,0,0,9,19,15,3,12,0,0,15,0,0,13,0,2,0,0,11,42,15,0,0,7,0,0,2,2,11,0,6,0,0,0,0,6,6,0,1,36,0,0,0,,0,0,16,0,0,0,9,9,0,164,"{""type"":""Point"",""coordinates"":[-72.24363521628752,42.43621237779581]}"
000000000000000000a4,15,0,0,1,0,0,35,10,5,0,4,30,5,20,17,26,23,0,0,18,0,12,0,2,5,56,6,18,7,4,32,0,10,48,14,0,,0,0,0,11,26,5,20,2,1,0,14,7,0,11,0,2,4,0,11,41,16,3,19,8,5,0,3,15,8,0,6,0,13,0,0,10,0,0,3,50,0,,0,,0,0,15,0,0,0,35,10,20,165,"{""type"":""Point"",""coordinates"":[-72.23177400748536,42.433942695359605]}"
000000000000000000a5,13,38,0,5,19,11,33,19,4,0,5,2,3,21,16,22,38,4,0,3,0,54,,0,6,45,1,13,19,6,26,,7,7,15,0,,4,0,1,7,0,12,0,7,0,26,7,13,5,8,0,0,0,10,4,22,21,22,0,5,5,0,4,5,7,0,0,0,0,0,0,2,1,0,1,36,0,,0,,0,0,7,0,0,24,9,11,0,166,"{""type"":""Point"",""coordinates"":[-72.24899505575375,42.43191826348135]}"
000000000000000000a6,16,0,,0,0,2,31,6,6,0,1,1,3,20,20,27,40,5,0,8,0,43,0,1,9,49,0,24,33,4,32,0,11,1,13,0,,2,0,0,7,0,6,20,7,0,21,5,5,26,12,0,1,3,0,16,34,14,3,11,6,0,3,35,8,6,0,3,0,11,0,0,2,3,0,0,27,0,0,0,,0,0,2,0,0,2,0,57,0,167,"{""type"":""Point"",""coordinates"":[-72.23271933690869,42.43145005787073]}"
000000000000000000a7,20,33,,0,0,14,30,2,11,0,5,42,10,20,18,30,41,8,0,0,0,43,,2,11,54,3,19,42,8,31,0,15,5,12,0,,2,0,0,9,25,8,18,6,0,23,10,3,27,0,0,4,0,0,17,35,16,2,0,5,10,4,30,12,9,0,6,0,20,0,0,2,1,0,2,46,0,0,0,,0,0,6,0,0,9,0,18,20,168,"{""type"":""Point"",""coordinates"":[-72.23361115711937,42.43075889720745]}"
000000000000000000a8,7,14,,2,0,8,0,3,11,0,7,8,11,12,0,5,11,11,0,7,0,33,,30,6,15,6,3,7,5,15,0,8,3,2,0,,0,,0,3,0,2,0,5,0,7,5,9,12,0,0,3,0,0,8,6,4,0,0,1,7,0,3,8,7,0,4,0,14,0,0,2,0,0,1,11,0,0,0,,0,0,3,0,0,1,0,12,20,169,"{""type"":""Point"",""coordinates"":[-72.23193453512327,42.42853826488283]}"
000000000000000000a9,18,0,,0,0,2,41,2,10,0,6,28,11,23,23,27,45,6,2,6,0,50,0,0,8,51,5,33,17,0,28,0,10,0,11,0,,1,0,0,5,0,16,26,8,0,26,1,4,33,0,0,3,10,0,21,43,18,2,10,7,1,4,5,10,6,0,0,0,13,0,0,0,4,0,5,26,0,0,0,,0,0,4,0,0,3,13,6,32,170,"{""type"":""Point"",""coordinates"":[-72.23631337235776,42.43238646909195]}"
000000000000000000aa,23,0,0,0,0,4,36,8,1,0,10,20,6,11,18,36,38,0,25,10,0,42,0,10,4,55,3,9,17,0,37,0,9,12,14,0,,1,0,0,8,0,10,7,9,0,23,41,4,44,15,0,2,10,9,8,37,16,30,25,7,10,0,6,4,8,0,6,0,0,0,0,1,3,0,0,38,0,,0,,0,0,0,0,0,2,13,24,0,171,"{""type"":""Point"",""coordinates"":[-72.2423153223757,42.43322032098895]}"
000000000000000000ab,10,40,0,0,0,5,39,15,5,0,4,19,5,13,16,21,38,3,0,4,0,44,,0,8,43,6,3,33,7,22,0,9,11,13,0,,3,0,0,12,17,8,5,11,0,27,11,5,43,3,0,3,0,10,7,42,13,19,0,1,6,3,9,11,7,0,6,0,0,0,0,1,0,0,2,58,0,,0,,0,0,5,0,0,36,12,14,30,172,"{""type"":""Point"",""coordinates"":[-72.24375115291491,42.432359714485635]}"
000000000000000000ac,11,37,,2,0,9,38,3,21,0,2,25,14,19,22,15,40,1,0,2,0,46,,2,12,49,4,11,2,13,22,0,11,6,8,0,,2,0,0,14,20,9,20,4,0,19,11,5,27,0,0,0,0,0,23,46,17,24,0,3,5,4,21,13,7,0,0,0,13,0,0,0,3,0,0,41,0,0,0,,0,0,1,0,0,6,14,14,0,173,"{""type"":""Point"",""coordinates"":[-72.23529223821652,42.43077227451061]}"
000000000000000000ad,20,39,,7,0,13,0,27,2,0,6,25,11,21,0,26,36,0,13,28,0,50,,0,23,57,5,36,42,8,26,0,8,8,11,0,,4,,6,4,0,11,0,9,7,26,56,6,35,0,0,1,0,10,11,41,23,10,0,7,6,0,5,7,8,0,4,0,0,0,0,1,0,0,0,35,0,0,0,,0,0,9,0,0,6,13,15,0,174,"{""type"":""Point"",""coordinates"":[-72.23856521838975,42.42984032239043]}"
000000000000000000ae,20,0,0,0,0,6,35,5,3,0,8,38,8,28,16,29,41,0,0,8,0,51,0,4,7,59,6,36,32,0,34,0,9,5,9,0,,5,0,0,9,0,9,22,7,0,29,5,1,31,9,0,3,0,0,15,44,14,5,7,8,2,5,10,11,12,0,13,0,23,0,0,5,0,0,0,36,0,0,0,,0,0,3,0,0,1,8,21,20,175,"{""type"":""Point"",""coordinates"":[-72.2342978586816,42.431989609098196]}"
000000000000000000af,13,0,0,0,0,6,38,9,2,0,3,28,0,10,14,17,50,7,37,8,0,50,,1,7,35,1,5,16,0,27,0,9,8,9,0,,1,0,0,5,0,9,6,7,0,28,0,13,6,11,0,8,0,7,6,24,15,6,27,2,10,3,1,4,9,0,5,0,0,0,0,2,0,0,2,54,0,,0,,0,0,13,0,0,39,4,9,0,176,"{""type"":""Point"",""coordinates"":[-72.24709993780604,42.433590426376384]}"
000000000000000000b0,17,32,0,4,5,11,0,20,5,0,1,18,10,16,0,15,36,14,20,16,0,25,,1,11,69,6,15,14,15,0,0,12,11,9,0,,0,0,0,6,22,76,0,1,8,0,21,6,0,13,0,8,0,0,13,32,14,10,13,2,4,0,5,8,11,0,0,,0,0,0,0,10,0,6,41,0,0,0,,0,0,10,0,0,7,70,7,0,177,"{""type"":""Point"",""coordinates"":[-72.25018117663397,42.43025947788946]}"
000000000000000000b1,1,17,,3,0,8,0,4,12,0,16,22,7,15,0,5,24,5,0,13,0,13,,0,3,12,0,9,15,6,0,0,8,1,2,0,,0,,0,8,1,11,0,1,0,0,5,6,0,0,0,4,0,0,21,5,2,0,0,3,0,0,4,14,4,0,2,0,0,0,0,4,1,0,1,23,0,0,0,,0,0,13,0,0,0,0,14,26,178,"{""type"":""Point"",""coordinates"":[-72.23410165823525,42.42813694578802]}"
000000000000000000b2,7,12,,6,0,9,13,3,9,0,7,14,10,14,21,2,7,6,0,8,0,0,,0,3,13,3,6,11,2,0,0,7,3,4,0,,0,,0,14,5,1,0,4,0,0,2,3,0,0,0,15,0,0,14,8,3,4,7,3,7,0,6,10,5,0,4,0,0,0,0,0,0,0,1,15,0,0,0,,0,0,12,0,0,2,0,13,13,179,"{""type"":""Point"",""coordinates"":[-72.23342833397618,42.42723174827417]}"
000000000000000000b3,20,0,0,1,10,0,18,3,9,0,0,30,18,13,18,20,22,8,38,10,0,42,0,12,4,28,0,24,35,5,33,0,4,25,1,0,,1,0,0,20,22,0,15,1,0,21,6,7,27,0,0,26,0,9,16,22,6,22,1,9,18,0,3,11,6,0,9,0,0,0,0,8,2,0,3,48,0,0,0,0,0,0,7,0,0,8,16,7,0,180,"{""type"":""Point"",""coordinates"":[-72.23543492945024,42.424739110785296]}"
000000000000000000b4,10,0,0,5,15,10,0,31,3,0,3,30,12,0,14,26,24,10,18,14,0,10,,1,1,35,3,26,24,6,30,52,15,7,2,0,,0,0,0,11,6,10,7,4,0,0,18,2,0,1,0,28,0,0,11,0,15,3,24,10,7,0,9,7,12,0,13,,25,0,0,7,1,0,1,36,0,0,0,,0,0,0,0,0,30,6,3,0,181,"{""type"":""Point"",""coordinates"":[-72.25134500200893,42.4279853363522]}"
000000000000000000b5,15,0,0,7,0,10,40,0,7,0,0,20,7,13,18,14,30,0,25,16,0,15,,2,5,44,11,7,37,4,19,0,8,37,10,0,,0,0,0,8,33,2,2,8,0,0,30,0,0,0,0,6,0,0,8,0,13,4,9,3,0,0,10,52,6,0,2,0,53,0,0,6,0,0,2,56,0,0,0,,0,0,16,0,0,3,12,15,0,182,"{""type"":""Point"",""coordinates"":[-72.23809701277914,42.42660747412669]}"
000000000000000000b6,19,0,0,3,6,0,32,28,7,0,0,27,4,30,9,23,25,6,9,13,0,10,0,3,8,41,0,26,43,6,36,0,12,41,13,0,,0,0,0,17,23,40,2,4,19,0,23,11,0,0,0,14,0,0,12,17,17,3,14,6,9,0,9,92,2,0,0,0,0,0,0,6,9,0,2,43,0,0,0,,0,0,25,0,0,0,11,15,0,183,"{""type"":""Point"",""coordinates"":[-72.23993862151421,42.42605008649501]}"
000000000000000000b7,26,0,0,9,19,0,25,8,4,0,0,47,7,11,14,33,31,1,31,20,0,17,0,4,3,56,6,19,44,10,40,0,14,57,21,0,,0,0,0,20,32,5,2,4,0,22,22,4,20,0,0,14,0,14,12,41,22,1,15,13,29,0,10,64,16,0,6,0,0,0,0,0,0,0,3,73,0,0,0,,0,0,24,0,0,3,15,21,0,184,"{""type"":""Point"",""coordinates"":[-72.23925637905303,42.425729031219156]}"
000000000000000000b8,14,34,0,0,9,11,0,17,4,0,0,32,10,23,0,9,35,15,16,9,0,49,,3,3,34,0,13,11,7,0,,10,5,8,0,,0,,0,3,15,9,0,4,3,0,12,7,0,9,0,0,0,0,10,25,12,16,0,3,12,0,3,9,4,0,7,0,0,0,0,2,0,0,2,36,0,0,0,,0,0,4,0,0,1,4,18,0,185,"{""type"":""Point"",""coordinates"":[-72.24829051778731,42.43053148305372]}"
000000000000000000b9,8,28,0,13,17,7,25,5,8,0,3,27,16,32,9,9,28,6,29,9,0,0,,19,3,55,4,23,13,8,24,40,11,18,12,0,,1,0,0,19,21,4,0,16,3,0,17,0,0,3,0,9,0,0,11,22,16,13,21,8,0,0,7,11,4,0,2,0,0,0,0,14,0,0,0,42,0,0,0,,0,0,0,0,0,37,6,6,0,186,"{""type"":""Point"",""coordinates"":[-72.24836632250522,42.42877013813761]}"
000000000000000000ba,8,0,0,5,7,8,21,2,6,0,0,21,8,13,18,7,13,11,0,9,0,10,,3,7,21,4,11,22,1,17,0,9,9,2,0,,5,0,0,12,10,7,6,3,0,0,3,0,0,0,0,9,0,0,10,16,9,1,8,1,0,0,6,3,4,0,1,0,0,0,0,4,2,0,0,21,0,,0,,0,0,6,0,0,4,46,12,0,187,"{""type"":""Point"",""coordinates"":[-72.24318484708112,42.42766874017741]}"
000000000000000000bb,13,0,0,4,13,12,30,2,6,0,5,36,10,0,16,16,27,2,32,12,0,9,,0,2,47,4,24,16,4,21,0,11,30,9,0,,0,0,0,13,22,5,3,8,4,0,15,0,0,0,0,6,0,0,10,29,10,0,16,4,0,0,6,8,6,0,1,0,0,0,0,1,2,0,0,38,0,0,0,,0,0,0,0,0,33,4,19,0,188,"{""type"":""Point"",""coordinates"":[-72.24907531957273,42.42813248668697]}"
000000000000000000bc,12,0,0,6,21,7,37,3,5,0,0,36,10,23,13,19,34,6,0,13,0,12,0,1,5,74,1,23,14,5,23,0,11,5,12,0,,0,0,0,9,31,10,7,12,0,0,48,0,0,0,0,6,13,0,11,33,17,2,14,3,0,0,6,6,5,0,13,0,0,0,0,2,13,0,0,52,0,0,0,,0,0,5,0,0,4,2,11,0,189,"{""type"":""Point"",""coordinates"":[-72.24542331580994,42.42744132602368]}"
000000000000000000bd,14,0,0,6,13,0,29,23,6,0,0,33,12,23,14,20,30,6,0,10,0,13,0,1,3,81,5,24,20,3,29,0,11,43,11,0,,0,0,0,9,20,3,6,7,0,0,17,4,0,0,0,8,10,0,8,21,17,2,17,3,13,0,1,16,5,0,3,0,0,0,0,4,1,0,0,48,0,0,0,,0,0,14,0,0,3,1,10,0,190,"{""type"":""Point"",""coordinates"":[-72.24487484638037,42.42699095681728]}"
000000000000000000be,14,0,0,0,11,0,39,29,9,0,1,34,4,8,18,18,16,9,0,9,0,8,0,0,1,45,1,12,9,3,25,0,10,8,13,0,,0,0,0,11,9,10,12,7,0,0,11,2,0,0,0,8,0,7,10,31,8,0,10,5,5,0,2,3,10,0,1,0,0,0,0,4,1,0,1,38,0,0,0,,0,0,9,0,0,2,2,7,0,191,"{""type"":""Point"",""coordinates"":[-72.2478891986925,42.42710243434362]}"
000000000000000000bf,5,0,0,2,2,1,19,9,6,0,0,11,14,10,17,2,11,0,5,6,0,26,0,16,19,34,0,13,30,3,12,,5,10,6,0,,0,0,0,12,11,1,7,3,0,6,4,7,0,0,0,10,0,4,11,12,6,14,10,2,9,0,9,4,9,0,8,0,0,0,0,0,4,0,2,24,0,0,0,,0,0,6,0,0,0,1,9,0,192,"{""type"":""Point"",""coordinates"":[-72.2413476974471,42.425180561789595]}"
000000000000000000c0,16,0,0,4,19,5,0,22,6,0,0,29,3,9,18,23,42,4,55,7,0,45,0,3,3,43,0,12,25,3,26,0,5,50,10,0,,6,0,0,8,0,65,4,4,0,26,4,0,8,2,0,5,0,10,8,39,14,12,12,4,8,1,5,2,5,0,7,0,0,0,0,1,3,0,0,35,0,0,0,,0,0,4,0,0,0,27,10,0,193,"{""type"":""Point"",""coordinates"":[-72.24537872479941,42.425189479991694]}"
000000000000000000c1,17,0,0,0,8,8,20,11,2,0,0,25,14,12,16,11,31,16,0,8,0,37,0,11,7,17,2,10,0,0,29,0,15,39,8,0,,4,0,0,10,0,0,15,5,0,9,1,0,3,0,0,9,0,5,22,10,8,20,12,10,12,0,8,8,17,0,1,0,0,0,0,7,1,0,5,31,0,0,0,,0,0,13,0,0,5,9,7,0,194,"{""type"":""Point"",""coordinates"":[-72.23857859569291,42.42369122203773]}"
000000000000000000c2,10,0,0,0,21,4,36,33,3,0,0,38,10,3,13,9,37,22,66,5,0,35,0,6,3,27,2,10,24,0,26,,12,24,6,0,,5,0,0,6,0,5,12,7,0,26,11,10,3,0,0,8,4,4,5,29,31,21,11,5,0,5,5,8,10,0,3,0,0,0,0,14,7,0,0,37,0,0,0,,0,0,0,0,0,8,32,6,0,195,"{""type"":""Point"",""coordinates"":[-72.24344793404327,42.424574124046316]}"
000000000000000000c3,10,34,0,18,12,10,33,29,4,0,0,32,8,4,19,17,45,4,0,10,0,76,,20,4,71,5,13,33,10,28,,11,8,14,0,,1,0,2,10,0,9,0,5,1,23,15,8,12,9,0,4,0,0,3,30,30,22,0,8,2,0,4,7,8,0,6,0,0,0,0,7,0,0,1,34,0,0,0,,0,0,8,0,0,0,0,5,0,196,"{""type"":""Point"",""coordinates"":[-72.24429516324342,42.42218404588168]}"
000000000000000000c4,13,0,0,4,18,0,0,31,6,0,4,23,9,7,11,28,29,3,26,8,0,4,,0,1,42,1,16,12,9,27,58,17,10,13,0,,0,0,0,10,13,32,4,9,1,0,11,10,0,3,0,8,0,4,13,23,15,1,21,4,1,0,6,7,11,0,0,,22,0,0,5,0,0,5,52,0,0,0,,0,0,0,0,0,37,2,15,0,197,"{""type"":""Point"",""coordinates"":[-72.25334713838193,42.42782034961323]}"
000000000000000000c5,10,19,0,0,19,9,0,30,14,0,0,19,2,11,11,14,15,10,0,2,0,23,,1,13,28,8,4,14,9,19,,11,10,10,0,,5,0,0,11,10,3,3,10,0,17,21,12,1,11,0,2,0,4,9,15,10,22,0,1,6,5,7,10,6,0,7,0,0,0,0,0,0,0,6,29,0,,0,,0,0,8,0,0,22,50,18,0,198,"{""type"":""Point"",""coordinates"":[-72.25036399977716,42.42426644607363]}"
000000000000000000c6,10,27,0,8,13,8,0,29,4,0,0,28,12,5,0,15,30,23,0,6,0,77,,7,3,31,5,32,32,3,23,,14,6,9,0,,0,,0,4,19,8,0,7,7,19,17,8,25,7,0,3,0,0,10,27,11,11,0,3,11,0,3,8,8,0,6,0,0,0,0,2,4,0,2,41,0,0,0,,0,0,14,0,0,3,1,8,0,199,"{""type"":""Point"",""coordinates"":[-72.2420477763125,42.420989006799346]}"
000000000000000000c7,21,0,,0,13,4,43,3,5,0,4,32,4,0,38,28,19,,,55,0,9,,1,13,19,2,16,0,14,30,,2,6,,0,,0,0,,6,83,5,0,4,0,0,76,6,18,,0,0,0,0,3,31,10,9,29,8,20,,0,23,7,0,0,,0,0,0,18,4,0,0,0,,0,0,,0,0,,0,0,52,20,0,,200,"{""type"":""Point"",""coordinates"":[-72.40544707531497,42.42015515490235]}"
000000000000000000c8,8,29,0,15,11,8,0,32,7,0,0,33,10,4,0,11,54,35,0,13,0,96,,4,3,29,0,24,12,6,0,,15,10,5,0,,0,,0,2,27,9,0,4,2,0,19,7,0,4,0,7,0,0,7,36,11,10,0,3,6,0,3,9,10,0,8,0,0,0,0,0,0,0,3,53,0,0,0,,0,0,9,0,0,5,2,10,0,201,"{""type"":""Point"",""coordinates"":[-72.24142796126606,42.42046283287504]}"
000000000000000000c9,13,33,0,8,16,12,0,37,5,0,0,22,5,80,0,15,33,1,33,10,0,36,,0,9,40,4,13,21,10,20,,12,9,16,0,,0,,4,2,0,12,0,10,0,24,11,7,14,9,0,4,0,6,5,27,17,9,27,0,3,0,5,4,6,0,12,0,0,0,0,18,0,0,0,58,0,0,0,,0,0,15,0,0,38,64,8,0,202,"{""type"":""Point"",""coordinates"":[-72.25057803662773,42.42258090587543]}"
000000000000000000ca,15,37,0,11,0,13,0,38,8,0,0,38,10,1,0,23,39,6,0,12,0,17,,0,24,41,4,11,20,10,0,,13,6,10,0,,0,0,0,3,19,7,0,4,2,0,17,12,0,13,0,9,0,0,13,30,26,18,4,9,5,0,1,7,11,0,0,0,0,0,0,3,4,0,4,35,0,,0,,0,0,11,0,0,38,4,8,0,203,"{""type"":""Point"",""coordinates"":[-72.24627500411115,42.42089090657616]}"
000000000000000000cb,13,39,0,6,1,10,0,41,10,0,0,44,11,2,17,6,25,7,0,18,0,17,,0,12,23,7,11,17,7,0,45,15,6,13,0,,0,0,2,4,32,4,0,5,3,0,23,9,0,12,0,13,0,0,16,19,15,6,26,2,6,,4,12,5,0,10,0,0,0,0,0,0,0,4,41,0,,0,,0,0,20,0,0,15,10,6,0,204,"{""type"":""Point"",""coordinates"":[-72.2500919946129,42.42087307017196]}"
