plot,loc,size,RO,BO,WO,CO
3 29,E5,1,1,1,0,0
3 29,E5,2,0,0,0,0
3 29,E5,3,0,0,0,0
3 29,E10,1,1,1,0,0
3 29,E10,2,1,0,0,0
3 29,E10,3,0,0,0,0
3 29,S5,1,1,1,0,0
3 29,S5,2,0,0,0,0
3 29,S5,3,0,0,0,0
3 29,S10,1,1,1,0,0
3 29,S10,2,1,0,0,0
3 29,S10,3,0,0,0,0
3 29,W5,1,1,0,0,0
3 29,W5,2,0,0,0,0
3 29,W5,3,0,0,0,0
3 29,W10,1,1,1,0,0
3 29,W10,2,0,0,0,0
3 29,W10,3,0,0,0,0
3 30,N5,1,1,0,0,0
3 30,N5,2,0,0,0,0
3 30,N5,3,0,0,0,0
3 30,N10,1,1,0,0,0
3 30,N10,2,0,0,0,0
3 30,N10,3,0,0,0,0
3 30,E5,1,0,0,0,0
3 30,E5,2,0,0,0,0
3 30,E5,3,0,0,0,0
3 30,E10,1,1,0,0,0
3 30,E10,2,1,0,0,0
3 30,E10,3,0,0,0,0
3 30,S5,1,1,0,0,0
3 30,S5,2,0,0,0,0
3 30,S5,3,0,0,0,0
3 30,S10,1,1,0,0,0
3 30,S10,2,0,0,0,0
3 30,S10,3,0,0,0,0
3 30,W5,1,0,0,0,0
3 30,W5,2,0,0,0,0
3 30,W5,3,0,0,0,0
3 30,W10,1,1,0,0,0
3 30,W10,2,0,0,0,0
3 30,W10,3,0,0,0,0
3 32,N5,1,0,0,0,0
3 32,N5,2,0,0,0,0
3 32,N5,3,0,0,0,0
3 32,N10,1,0,0,0,0
3 32,N10,2,0,0,0,0
3 32,N10,3,0,0,0,0
3 32,E5,1,0,0,0,0
3 32,E5,2,0,0,0,0
3 32,E5,3,0,0,0,0
3 32,E10,1,0,0,0,0
3 32,E10,2,0,0,0,0
3 32,E10,3,0,0,0,0
3 32,S5,1,0,0,0,0
3 32,S5,2,0,0,0,0
3 32,S5,3,0,0,0,0
3 32,S10,1,0,0,0,0
3 32,S10,2,0,0,0,0
3 32,S10,3,0,0,0,0
3 32,W5,1,0,0,0,0
3 32,W5,2,0,0,0,0
3 32,W5,3,0,0,0,0
3 32,W10,1,1,0,0,0
3 32,W10,2,0,0,0,0
3 32,W10,3,0,0,0,0
3 35,N5,1,0,1,0,0
3 35,N5,2,0,0,0,0
3 35,N5,3,0,0,0,0
3 35,N10,1,0,0,0,0
3 35,N10,2,0,0,0,0
3 35,N10,3,0,0,0,0
3 35,E5,1,0,1,0,0
3 35,E5,2,0,0,0,0
3 35,E5,3,0,0,0,0
3 35,E10,1,0,1,0,0
3 35,E10,2,0,0,0,0
3 35,E10,3,0,0,0,0
3 35,S5,1,0,0,0,0
3 35,S5,2,0,0,0,0
3 35,S5,3,0,0,0,0
3 35,S10,1,0,0,0,0
3 35,S10,2,0,0,0,0
3 35,S10,3,0,0,0,0
3 35,W5,1,0,1,0,0
3 35,W5,2,0,0,0,0
3 35,W5,3,0,0,0,0
3 35,W10,1,1,1,0,0
3 35,W10,2,0,0,0,0
3 35,W10,3,0,0,0,0
3 39,N5,1,0,0,0,0
3 39,N5,2,0,0,1,0
3 39,N5,3,0,0,0,0
3 39,N10,1,0,0,0,0
3 39,N10,2,0,0,0,0
3 39,N10,3,0,0,0,0
3 39,E5,1,0,0,0,0
3 39,E5,2,1,0,0,0
3 39,E5,3,0,0,0,0
3 39,E10,1,0,0,0,0
3 39,E10,2,0,1,0,0
3 39,E10,3,0,0,0,0
3 39,S5,1,0,0,0,0
3 39,S5,2,1,0,0,0
3 39,S5,3,0,0,0,0
3 39,S10,1,0,0,0,0
3 39,S10,2,1,0,0,0
3 39,S10,3,0,0,0,0
3 39,W5,1,0,0,0,0
3 39,W5,2,0,0,0,0
3 39,W5,3,0,0,0,0
3 39,W10,1,0,0,0,0
3 39,W10,2,0,0,0,0
3 39,W10,3,0,0,0,0
3 49,N5,1,1,0,0,0
3 49,N5,2,0,0,0,0
3 49,N5,3,0,0,0,0
3 49,N10,1,0,0,0,0
3 49,N10,2,0,0,0,0
3 49,N10,3,0,0,0,0
3 49,E5,1,1,1,0,0
3 49,E5,2,0,0,0,0
3 49,E5,3,0,0,0,0
3 49,E10,1,1,0,0,0
3 49,E10,2,0,0,0,0
3 49,E10,3,0,0,0,0
3 49,S5,1,0,0,0,0
3 49,S5,2,0,0,0,0
3 49,S5,3,0,0,0,0
3 49,S10,1,0,0,0,0
3 49,S10,2,1,0,0,0
3 49,S10,3,0,0,0,0
3 49,W5,1,1,0,0,0
3 49,W5,2,0,0,0,0
3 49,W5,3,0,0,0,0
3 49,W10,1,0,0,0,0
3 49,W10,2,0,0,0,0
3 49,W10,3,0,0,0,0
3 54,N5,1,1,0,1,0
3 54,N5,2,0,0,1,0
3 54,N5,3,0,0,0,0
3 54,N10,1,1,0,1,0
3 54,N10,2,0,0,1,0
3 54,N10,3,0,0,0,0
3 54,E5,1,1,1,1,0
3 54,E5,2,0,0,0,0
3 54,E5,3,0,0,0,0
3 54,E10,1,1,0,1,0
3 54,E10,2,0,0,0,0
3 54,E10,3,0,0,0,0
3 54,S5,1,0,0,1,0
3 54,S5,2,0,0,0,0
3 54,S5,3,0,0,0,0
3 54,S10,1,1,0,1,0
3 54,S10,2,0,0,0,0
3 54,S10,3,0,0,0,0
3 54,W5,1,0,0,1,0
3 54,W5,2,0,0,0,0
3 54,W5,3,0,0,0,0
3 54,W10,1,1,1,1,0
3 54,W10,2,0,0,0,0
3 54,W10,3,0,0,0,0
3 55,N5,1,0,1,0,0
3 55,N5,2,0,0,0,0
3 55,N5,3,0,0,0,0
3 55,N10,1,1,1,0,0
3 55,N10,2,0,0,0,0
3 55,N10,3,0,0,0,0
3 55,E5,1,1,0,1,0
3 55,E5,2,1,0,1,0
3 55,E5,3,0,0,0,0
3 55,E10,1,1,1,0,0
3 55,E10,2,0,0,0,0
3 55,E10,3,0,0,0,0
3 55,S5,1,1,1,0,0
3 55,S5,2,0,0,0,0
3 55,S5,3,0,0,0,0
3 55,S10,1,1,0,1,0
3 55,S10,2,0,0,1,0
3 55,S10,3,0,0,0,0
3 55,W5,1,1,0,0,0
3 55,W5,2,1,0,0,0
3 55,W5,3,0,0,0,0
3 55,W10,1,1,1,0,0
3 55,W10,2,1,0,0,0
3 55,W10,3,0,0,0,0
3 60,N5,1,0,0,0,0
3 60,N5,2,0,0,0,0
3 60,N5,3,0,0,0,0
3 60,N10,1,0,0,0,0
3 60,N10,2,0,0,0,0
3 60,N10,3,0,0,0,0
3 60,E5,1,0,0,0,0
3 60,E5,2,0,0,0,0
3 60,E5,3,0,0,0,0
3 60,E10,1,0,0,0,0
3 60,E10,2,0,0,0,0
3 60,E10,3,0,0,0,0
3 60,S5,1,0,0,0,0
3 60,S5,2,0,0,0,0
3 60,S5,3,0,0,0,0
3 60,S10,1,0,0,0,0
3 60,S10,2,0,0,0,0
3 60,S10,3,0,0,0,0
3 60,W5,1,0,0,0,0
3 60,W5,2,0,0,0,0
3 60,W5,3,0,0,0,0
3 60,W10,1,0,0,0,0
3 60,W10,2,0,0,0,0
3 60,W10,3,0,0,0,0
3 62,N5,1,1,1,0,0
3 62,N5,2,0,0,0,0
3 62,N5,3,0,0,0,0
3 62,N10,1,0,1,0,0
3 62,N10,2,1,0,0,0
3 62,N10,3,0,0,0,0
3 62,E5,1,1,1,0,0
3 62,E5,2,1,0,0,0
3 62,E5,3,0,0,0,0
3 62,E10,1,0,1,0,0
3 62,E10,2,0,0,0,0
3 62,E10,3,0,0,0,0
3 62,S5,1,0,0,0,0
3 62,S5,2,0,1,0,0
3 62,S5,3,0,0,0,0
3 62,S10,1,1,0,0,0
3 62,S10,2,0,0,0,0
3 62,S10,3,0,0,0,0
3 62,W5,1,1,0,0,0
3 62,W5,2,1,1,0,0
3 62,W5,3,0,0,0,0
3 62,W10,1,1,0,0,0
3 62,W10,2,0,0,0,0
3 62,W10,3,0,0,0,0
3 63,N5,1,1,0,1,0
3 63,N5,2,0,0,0,0
3 63,N5,3,0,0,0,0
3 63,N10,1,1,0,0,0
3 63,N10,2,0,0,0,0
3 63,N10,3,0,0,0,0
3 63,E5,1,1,0,0,0
3 63,E5,2,0,0,0,0
3 63,E5,3,0,0,0,0
3 63,E10,1,1,0,0,0
3 63,E10,2,0,0,0,0
3 63,E10,3,0,0,0,0
3 63,S5,1,0,0,0,0
3 63,S5,2,0,0,0,0
3 63,S5,3,0,0,0,0
3 63,S10,1,1,0,0,0
3 63,S10,2,0,0,0,0
3 63,S10,3,0,0,0,0
3 63,W5,1,0,0,0,0
3 63,W5,2,0,0,0,0
3 63,W5,3,0,0,0,0
3 63,W10,1,0,0,0,0
3 63,W10,2,0,0,0,0
3 63,W10,3,0,0,0,0
3 71,N5,1,1,0,0,0
3 71,N5,2,0,0,0,0
3 71,N5,3,0,0,0,0
3 71,N10,1,1,0,0,0
3 71,N10,2,0,0,0,0
3 71,N10,3,0,0,0,0
3 71,E5,1,1,1,0,0
3 71,E5,2,0,0,0,0
3 71,E5,3,0,0,0,0
3 71,E10,1,1,0,0,0
3 71,E10,2,1,0,0,0
3 71,E10,3,0,0,0,0
3 71,S5,1,1,0,0,0
3 71,S5,2,0,0,0,0
3 71,S5,3,0,0,0,0
3 71,S10,1,1,0,0,0
3 71,S10,2,1,0,0,0
3 71,S10,3,0,0,0,0
3 71,W5,1,1,0,0,0
3 71,W5,2,0,0,0,0
3 71,W5,3,0,0,0,0
3 71,W10,1,1,0,0,0
3 71,W10,2,1,0,0,0
3 71,W10,3,0,0,0,0
3 73,N5,1,1,0,0,0
3 73,N5,2,0,0,0,0
3 73,N5,3,0,0,0,0
3 73,N10,1,1,0,0,0
3 73,N10,2,0,0,0,0
3 73,N10,3,0,0,0,0
3 73,E5,1,1,0,0,0
3 73,E5,2,0,0,0,0
3 73,E5,3,0,0,0,0
3 73,E10,1,1,0,0,0
3 73,E10,2,0,0,0,0
3 73,E10,3,0,0,0,0
3 73,S5,1,1,0,0,0
3 73,S5,2,0,0,0,0
3 73,S5,3,0,0,0,0
3 73,S10,1,1,1,0,0
3 73,S10,2,0,0,0,0
3 73,S10,3,0,0,0,0
3 73,W5,1,1,0,0,0
3 73,W5,2,0,0,0,0
3 73,W5,3,0,0,0,0
3 73,W10,1,0,0,0,0
3 73,W10,2,0,0,0,0
3 73,W10,3,0,0,0,0
3 74,N5,1,0,0,0,0
3 74,N5,2,0,0,0,0
3 74,N5,3,0,0,0,0
3 74,N10,1,1,0,1,0
3 74,N10,2,0,0,0,0
3 74,N10,3,0,0,0,0
3 74,E5,1,1,0,0,0
3 74,E5,2,0,0,0,0
3 74,E5,3,0,0,0,0
3 74,E10,1,1,0,0,0
3 74,E10,2,0,0,0,0
3 74,E10,3,0,0,0,0
3 74,S5,1,1,0,0,0
3 74,S5,2,0,0,0,0
3 74,S5,3,0,0,0,0
3 74,S10,1,1,0,0,0
3 74,S10,2,0,0,0,0
3 74,S10,3,0,0,0,0
3 74,W5,1,1,0,0,0
3 74,W5,2,1,0,0,0
3 74,W5,3,0,0,0,0
3 74,W10,1,1,0,0,0
3 74,W10,2,0,0,0,0
3 74,W10,3,0,0,0,0
3 75,N5,1,1,0,0,0
3 75,N5,2,0,0,0,0
3 75,N5,3,0,0,0,0
3 75,N10,1,1,0,1,0
3 75,N10,2,0,0,0,0
3 75,N10,3,0,0,0,0
3 75,E5,1,0,0,0,0
3 75,E5,2,0,0,0,0
3 75,E5,3,0,0,0,0
3 75,E10,1,1,0,0,0
3 75,E10,2,1,0,0,0
3 75,E10,3,0,0,0,0
3 75,S5,1,0,0,0,0
3 75,S5,2,0,0,0,0
3 75,S5,3,0,0,0,0
3 75,S10,1,1,0,0,0
3 75,S10,2,1,0,0,0
3 75,S10,3,0,0,0,0
3 75,W5,1,1,0,0,0
3 75,W5,2,1,0,0,0
3 75,W5,3,0,0,0,0
3 75,W10,1,1,0,0,0
3 75,W10,2,1,0,0,0
3 75,W10,3,0,0,0,0
3 77,N5,1,0,0,0,0
3 77,N5,2,0,0,0,0
3 77,N5,3,0,0,0,0
3 77,N10,1,0,1,0,0
3 77,N10,2,0,0,0,0
3 77,N10,3,0,0,0,0
3 77,E5,1,1,0,0,0
3 77,E5,2,0,0,0,0
3 77,E5,3,0,0,0,0
3 77,E10,1,0,0,0,0
3 77,E10,2,0,0,0,0
3 77,E10,3,0,0,0,0
3 77,S5,1,1,0,0,0
3 77,S5,2,0,0,0,0
3 77,S5,3,0,0,0,0
3 77,S10,1,0,1,0,0
3 77,S10,2,0,0,0,0
3 77,S10,3,0,0,0,0
3 77,W5,1,0,0,0,0
3 77,W5,2,0,0,0,0
3 77,W5,3,0,0,0,0
3 77,W10,1,0,0,0,0
3 77,W10,2,0,0,0,0
3 77,W10,3,0,0,0,0
3 78,N5,1,0,0,1,0
3 78,N5,2,0,0,0,0
3 78,N5,3,0,0,0,0
3 78,N10,1,0,0,0,0
3 78,N10,2,0,0,0,0
3 78,N10,3,0,0,0,0
3 78,E5,1,0,0,0,0
3 78,E5,2,0,0,0,0
3 78,E5,3,0,0,0,0
3 78,E10,1,0,1,0,0
3 78,E10,2,0,0,0,0
3 78,E10,3,0,0,0,0
3 78,S5,1,1,0,0,0
3 78,S5,2,0,0,0,0
3 78,S5,3,0,0,0,0
3 78,S10,1,0,0,0,0
3 78,S10,2,0,0,0,0
3 78,S10,3,0,0,0,0
3 78,W5,1,0,0,0,0
3 78,W5,2,1,0,0,0
3 78,W5,3,0,0,0,0
3 78,W10,1,0,0,0,0
3 78,W10,2,0,0,0,0
3 78,W10,3,0,0,0,0
3 79,N5,1,1,0,0,0
3 79,N5,2,0,0,0,0
3 79,N5,3,0,0,0,0
3 79,N10,1,1,0,0,0
3 79,N10,2,0,0,0,0
3 79,N10,3,0,0,0,0
3 79,E5,1,1,0,0,0
3 79,E5,2,0,0,0,0
3 79,E5,3,0,0,0,0
3 79,E10,1,1,0,0,0
3 79,E10,2,0,0,0,0
3 79,E10,3,0,0,0,0
3 79,S5,1,1,0,0,0
3 79,S5,2,0,0,0,0
3 79,S5,3,0,0,0,0
3 79,S10,1,1,0,0,0
3 79,S10,2,0,0,0,0
3 79,S10,3,0,0,0,0
3 79,W5,1,0,0,1,0
3 79,W5,2,0,0,0,0
3 79,W5,3,0,0,0,0
3 79,W10,1,1,0,1,0
3 79,W10,2,0,0,0,0
3 79,W10,3,0,0,0,0
3 80,N5,1,0,1,1,0
3 80,N5,2,0,0,0,0
3 80,N5,3,0,0,0,0
3 80,N10,1,0,0,1,0
3 80,N10,2,0,0,0,0
3 80,N10,3,0,0,0,0
3 80,E5,1,0,0,0,0
3 80,E5,2,0,0,0,0
3 80,E5,3,0,0,0,0
3 80,E10,1,0,0,1,0
3 80,E10,2,0,0,0,0
3 80,E10,3,0,0,0,0
3 80,S5,1,0,0,1,0
3 80,S5,2,0,0,0,0
3 80,S5,3,0,0,0,0
3 80,S10,1,0,0,1,0
3 80,S10,2,0,0,0,0
3 80,S10,3,0,0,0,0
3 80,W5,1,0,0,1,0
3 80,W5,2,0,0,0,0
3 80,W5,3,0,0,0,0
3 80,W10,1,1,1,1,0
3 80,W10,2,0,0,0,0
3 80,W10,3,0,0,0,0
3 83,N5,1,1,0,0,0
3 83,N5,2,0,0,0,0
3 83,N5,3,0,0,0,0
3 83,N10,1,1,0,0,0
3 83,N10,2,0,0,0,0
3 83,N10,3,0,0,0,0
3 83,E5,1,1,0,0,0
3 83,E5,2,0,0,0,0
3 83,E5,3,0,0,0,0
3 83,E10,1,1,0,0,0
3 83,E10,2,0,0,0,0
3 83,E10,3,0,0,0,0
3 83,S5,1,1,0,0,0
3 83,S5,2,0,0,0,0
3 83,S5,3,0,0,0,0
3 83,S10,1,0,0,0,0
3 83,S10,2,0,0,0,0
3 83,S10,3,0,0,0,0
3 83,W5,1,1,0,0,0
3 83,W5,2,0,0,0,0
3 83,W5,3,0,0,0,0
3 83,W10,1,0,0,0,0
3 83,W10,2,0,0,0,0
3 83,W10,3,0,0,0,0
3 85,N5,1,1,0,0,0
3 85,N5,2,0,0,0,0
3 85,N5,3,0,0,0,0
3 85,N10,1,1,1,0,0
3 85,N10,2,0,0,0,0
3 85,N10,3,0,0,0,0
3 85,E5,1,1,1,0,0
3 85,E5,2,0,0,0,0
3 85,E5,3,0,0,0,0
3 85,E10,1,1,1,1,0
3 85,E10,2,0,0,0,0
3 85,E10,3,0,0,0,0
3 85,S5,1,1,0,0,0
3 85,S5,2,0,0,0,0
3 85,S5,3,0,0,0,0
3 85,S10,1,1,0,0,0
3 85,S10,2,0,0,0,0
3 85,S10,3,0,0,0,0
3 85,W5,1,1,0,1,0
3 85,W5,2,0,0,0,0
3 85,W5,3,0,0,0,0
3 85,W10,1,1,0,0,0
3 85,W10,2,0,0,0,0
3 85,W10,3,0,0,0,0
3 88,N5,1,0,0,0,0
3 88,N5,2,0,0,0,0
3 88,N5,3,0,0,0,0
3 88,N10,1,0,0,0,0
3 88,N10,2,0,0,0,0
3 88,N10,3,0,0,0,0
3 88,E5,1,0,0,0,0
3 88,E5,2,0,0,0,0
3 88,E5,3,0,0,0,0
3 88,E10,1,0,0,0,0
3 88,E10,2,0,0,0,0
3 88,E10,3,0,0,0,0
3 88,S5,1,0,0,0,0
3 88,S5,2,0,0,0,0
3 88,S5,3,0,0,0,0
3 88,S10,1,1,1,0,0
3 88,S10,2,1,0,0,0
3 88,S10,3,0,0,0,0
3 88,W5,1,0,0,0,0
3 88,W5,2,0,0,0,0
3 88,W5,3,0,0,0,0
3 88,W10,1,1,1,0,0
3 88,W10,2,0,0,0,0
3 88,W10,3,0,0,0,0
3 96,N5,1,0,0,0,0
3 96,N5,2,0,0,0,0
3 96,N5,3,0,0,0,0
3 96,N10,1,0,1,1,0
3 96,N10,2,0,0,1,0
3 96,N10,3,0,0,0,0
3 96,E5,1,0,1,0,0
3 96,E5,2,0,0,0,0
3 96,E5,3,0,0,0,0
3 96,E10,1,0,0,0,0
3 96,E10,2,0,0,0,0
3 96,E10,3,0,0,0,0
3 96,S5,1,0,1,0,0
3 96,S5,2,0,0,0,0
3 96,S5,3,0,0,0,0
3 96,S10,1,0,1,1,0
3 96,S10,2,0,0,0,0
3 96,S10,3,0,0,0,0
3 96,W5,1,0,1,0,0
3 96,W5,2,0,0,0,0
3 96,W5,3,0,0,0,0
3 96,W10,1,0,0,0,0
3 96,W10,2,0,0,0,0
3 96,W10,3,0,0,0,0
3 97,N5,1,1,0,1,0
3 97,N5,2,0,0,1,0
3 97,N5,3,0,0,0,0
3 97,N10,1,1,0,1,0
3 97,N10,2,0,0,0,0
3 97,N10,3,0,0,0,0
3 97,E5,1,1,1,1,0
3 97,E5,2,0,0,0,0
3 97,E5,3,0,0,0,0
3 97,E10,1,1,1,1,0
3 97,E10,2,0,0,0,0
3 97,E10,3,0,0,0,0
3 97,S5,1,0,0,1,0
3 97,S5,2,0,0,1,0
3 97,S5,3,0,0,0,0
3 97,S10,1,0,0,1,0
3 97,S10,2,0,0,1,0
3 97,S10,3,0,0,0,0
3 97,W5,1,0,0,1,0
3 97,W5,2,0,0,1,0
3 97,W5,3,0,0,0,0
3 97,W10,1,1,0,1,0
3 97,W10,2,0,0,1,0
3 97,W10,3,0,0,0,0
3 99,N5,1,0,0,0,0
3 99,N5,2,0,0,0,0
3 99,N5,3,0,0,0,0
3 99,N10,1,0,0,0,0
3 99,N10,2,0,0,0,0
3 99,N10,3,0,0,0,0
3 99,E5,1,0,0,0,0
3 99,E5,2,1,0,0,0
3 99,E5,3,0,0,0,0
3 99,E10,1,0,0,0,0
3 99,E10,2,0,0,0,0
3 99,E10,3,0,0,0,0
3 99,S5,1,1,0,0,0
3 99,S5,2,1,0,0,0
3 99,S5,3,0,0,0,0
3 99,S10,1,0,0,0,0
3 99,S10,2,0,0,0,0
3 99,S10,3,0,0,0,0
3 99,W5,1,1,0,0,0
3 99,W5,2,1,0,0,0
3 99,W5,3,0,0,0,0
3 99,W10,1,0,0,0,0
3 99,W10,2,0,0,0,0
3 99,W10,3,0,0,0,0
4 12,N5,1,0,0,0,0
4 12,N5,2,0,0,0,0
4 12,N5,3,0,0,0,0
4 12,N10,1,0,0,0,0
4 12,N10,2,0,0,0,0
4 12,N10,3,0,0,0,0
4 12,E5,1,0,0,0,0
4 12,E5,2,0,0,0,0
4 12,E5,3,0,0,0,0
4 12,E10,1,0,0,0,0
4 12,E10,2,0,0,0,0
4 12,E10,3,0,0,0,0
4 12,S5,1,1,0,0,0
4 12,S5,2,0,0,0,0
4 12,S5,3,0,0,0,0
4 12,S10,1,0,0,0,0
4 12,S10,2,0,0,0,0
4 12,S10,3,0,0,0,0
4 12,W5,1,0,0,0,0
4 12,W5,2,0,0,0,0
4 12,W5,3,0,0,0,0
4 12,W10,1,0,0,0,0
4 12,W10,2,0,0,0,0
4 12,W10,3,0,0,0,0
4 13,N5,1,0,0,0,0
4 13,N5,2,0,0,0,0
4 13,N5,3,0,0,0,0
4 13,N10,1,0,0,0,0
4 13,N10,2,0,0,0,0
4 13,N10,3,0,0,0,0
4 13,E5,1,0,0,0,0
4 13,E5,2,0,0,0,0
4 13,E5,3,0,0,0,0
4 13,E10,1,1,0,0,0
4 13,E10,2,0,0,0,0
4 13,E10,3,0,0,0,0
4 13,S5,1,0,0,0,0
4 13,S5,2,0,0,0,0
4 13,S5,3,0,0,0,0
4 13,S10,1,0,0,0,0
4 13,S10,2,0,0,0,0
4 13,S10,3,0,0,0,0
4 13,W5,1,0,0,0,0
4 13,W5,2,0,0,0,0
4 13,W5,3,0,0,0,0
4 13,W10,1,0,0,0,0
4 13,W10,2,0,0,0,0
4 13,W10,3,0,0,0,0
4 16,N5,1,0,0,1,0
4 16,N5,2,0,0,0,0
4 16,N5,3,0,0,0,0
4 16,N10,1,0,0,1,0
4 16,N10,2,0,0,0,0
4 16,N10,3,0,0,0,0
4 16,E5,1,1,1,0,0
4 16,E5,2,1,0,0,0
4 16,E5,3,0,0,0,0
4 16,E10,1,1,1,0,0
4 16,E10,2,0,0,0,0
4 16,E10,3,0,0,0,0
4 16,S5,1,0,0,0,0
4 16,S5,2,0,0,0,0
4 16,S5,3,0,0,0,0
4 16,S10,1,0,0,0,0
4 16,S10,2,0,0,0,0
4 16,S10,3,0,0,0,0
4 16,W5,1,1,0,0,0
4 16,W5,2,0,0,0,0
4 16,W5,3,0,0,0,0
4 16,W10,1,0,0,1,0
4 16,W10,2,0,0,0,0
4 16,W10,3,0,0,0,0
4 17,N5,1,1,0,0,0
4 17,N5,2,0,0,0,0
4 17,N5,3,0,0,0,0
4 17,N10,1,1,0,0,0
4 17,N10,2,0,0,0,0
4 17,N10,3,0,0,0,0
4 17,E5,1,1,0,0,0
4 17,E5,2,0,0,0,0
4 17,E5,3,0,0,0,0
4 17,E10,1,1,0,0,0
4 17,E10,2,0,0,0,0
4 17,E10,3,0,0,0,0
4 17,S5,1,1,0,0,0
4 17,S5,2,0,0,0,0
4 17,S5,3,0,0,0,0
4 17,S10,1,1,0,0,0
4 17,S10,2,0,0,0,0
4 17,S10,3,0,0,0,0
4 17,W5,1,1,1,0,0
4 17,W5,2,0,0,0,0
4 17,W5,3,0,0,0,0
4 17,W10,1,1,1,0,0
4 17,W10,2,0,0,0,0
4 17,W10,3,0,0,0,0
4 25,N5,1,1,0,0,0
4 25,N5,2,0,0,0,0
4 25,N5,3,0,0,0,0
4 25,N10,1,1,0,0,0
4 25,N10,2,0,0,0,0
4 25,N10,3,0,0,0,0
4 25,E5,1,1,0,0,0
4 25,E5,2,0,0,0,0
4 25,E5,3,0,0,0,0
4 25,E10,1,0,0,0,0
4 25,E10,2,0,0,0,0
4 25,E10,3,0,0,0,0
4 25,S5,1,0,0,0,0
4 25,S5,2,1,0,0,0
4 25,S5,3,0,0,0,0
4 25,S10,1,1,0,0,0
4 25,S10,2,0,0,0,0
4 25,S10,3,0,0,0,0
4 25,W5,1,1,0,0,0
4 25,W5,2,0,0,0,0
4 25,W5,3,0,0,0,0
4 25,W10,1,1,0,0,0
4 25,W10,2,0,0,0,0
4 25,W10,3,0,0,0,0
4 26,N5,1,1,0,0,0
4 26,N5,2,0,0,0,0
4 26,N5,3,0,0,0,0
4 26,N10,1,1,0,0,0
4 26,N10,2,1,0,0,0
4 26,N10,3,0,0,0,0
4 26,E5,1,1,0,0,0
4 26,E5,2,0,0,0,0
4 26,E5,3,0,0,0,0
4 26,E10,1,1,0,0,0
4 26,E10,2,0,0,0,0
4 26,E10,3,0,0,0,0
4 26,S5,1,1,0,0,0
4 26,S5,2,0,0,0,0
4 26,S5,3,0,0,0,0
4 26,S10,1,1,0,0,0
4 26,S10,2,0,0,0,0
4 26,S10,3,0,0,0,0
4 26,W5,1,1,0,0,0
4 26,W5,2,1,0,0,0
4 26,W5,3,0,0,0,0
4 26,W10,1,1,0,0,0
4 26,W10,2,1,0,0,0
4 26,W10,3,0,0,0,0
4 27,N5,1,1,0,0,0
4 27,N5,2,0,0,0,0
4 27,N5,3,0,0,0,0
4 27,N10,1,1,0,0,0
4 27,N10,2,0,0,0,0
4 27,N10,3,0,0,0,0
4 27,E5,1,1,0,0,0
4 27,E5,2,0,0,0,0
4 27,E5,3,0,0,0,0
4 27,E10,1,1,0,0,0
4 27,E10,2,0,0,0,0
4 27,E10,3,0,0,0,0
4 27,S5,1,1,0,0,0
4 27,S5,2,0,0,0,0
4 27,S5,3,0,0,0,0
4 27,S10,1,1,0,0,0
4 27,S10,2,1,0,0,0
4 27,S10,3,0,0,0,0
4 27,W5,1,1,0,0,0
4 27,W5,2,1,0,0,0
4 27,W5,3,0,0,0,0
4 27,W10,1,1,0,0,0
4 27,W10,2,0,0,0,0
4 27,W10,3,0,0,0,0
4 31,N5,1,0,0,0,0
4 31,N5,2,0,0,0,0
4 31,N5,3,0,0,0,0
4 31,N10,1,0,0,0,0
4 31,N10,2,0,0,0,0
4 31,N10,3,0,0,0,0
4 31,E5,1,0,0,0,0
4 31,E5,2,0,0,0,0
4 31,E5,3,0,0,0,0
4 31,E10,1,1,0,0,0
4 31,E10,2,0,0,0,0
4 31,E10,3,0,0,0,0
4 31,S5,1,1,0,0,0
4 31,S5,2,0,0,0,0
4 31,S5,3,0,0,0,0
4 31,S10,1,0,0,0,0
4 31,S10,2,0,0,0,0
4 31,S10,3,0,0,0,0
4 31,W5,1,1,0,0,0
4 31,W5,2,0,0,0,0
4 31,W5,3,0,0,0,0
4 31,W10,1,1,0,0,0
4 31,W10,2,0,0,0,0
4 31,W10,3,0,0,0,0
4 33,N5,1,1,0,0,0
4 33,N5,2,0,0,0,0
4 33,N5,3,0,0,0,0
4 33,N10,1,0,0,0,0
4 33,N10,2,0,0,0,0
4 33,N10,3,0,0,0,0
4 33,E5,1,1,1,0,0
4 33,E5,2,0,0,0,0
4 33,E5,3,0,0,0,0
4 33,E10,1,1,0,0,0
4 33,E10,2,0,0,0,0
4 33,E10,3,0,0,0,0
4 33,S5,1,1,0,0,0
4 33,S5,2,0,0,0,0
4 33,S5,3,0,0,0,0
4 33,S10,1,1,0,1,0
4 33,S10,2,0,0,0,0
4 33,S10,3,0,0,0,0
4 33,W5,1,1,0,0,0
4 33,W5,2,0,0,1,0
4 33,W5,3,0,0,0,0
4 33,W10,1,0,0,0,0
4 33,W10,2,0,0,0,0
4 33,W10,3,0,0,0,0
4 35,N5,1,0,0,0,0
4 35,N5,2,0,0,0,0
4 35,N5,3,0,0,0,0
4 35,N10,1,0,0,0,0
4 35,N10,2,0,0,0,0
4 35,N10,3,0,0,0,0
4 35,E5,1,0,0,0,0
4 35,E5,2,0,0,0,0
4 35,E5,3,0,0,0,0
4 35,E10,1,0,0,0,0
4 35,E10,2,0,0,0,0
4 35,E10,3,0,0,0,0
