plot,plot_2,loc,size,RO,BO,WO,CO
3 75,3_75,W10,2,1,0,0,0
3 75,3_75,W10,3,0,0,0,0
3 77,3_77,N5,1,0,0,0,0
3 77,3_77,N5,2,0,0,0,0
3 77,3_77,N5,3,0,0,0,0
3 77,3_77,N10,1,0,1,0,0
3 77,3_77,N10,2,0,0,0,0
3 77,3_77,N10,3,0,0,0,0
3 77,3_77,E5,1,1,0,0,0
3 77,3_77,E5,2,0,0,0,0
3 77,3_77,E5,3,0,0,0,0
3 77,3_77,E10,1,0,0,0,0
3 77,3_77,E10,2,0,0,0,0
3 77,3_77,E10,3,0,0,0,0
3 77,3_77,S5,1,1,0,0,0
3 77,3_77,S5,2,0,0,0,0
3 77,3_77,S5,3,0,0,0,0
3 77,3_77,S10,1,0,1,0,0
3 77,3_77,S10,2,0,0,0,0
3 77,3_77,S10,3,0,0,0,0
3 77,3_77,W5,1,0,0,0,0
3 77,3_77,W5,2,0,0,0,0
3 77,3_77,W5,3,0,0,0,0
3 77,3_77,W10,1,0,0,0,0
3 77,3_77,W10,2,0,0,0,0
3 77,3_77,W10,3,0,0,0,0
3 78,3_78,N5,1,0,0,1,0
3 78,3_78,N5,2,0,0,0,0
3 78,3_78,N5,3,0,0,0,0
3 78,3_78,N10,1,0,0,0,0
3 78,3_78,N10,2,0,0,0,0
3 78,3_78,N10,3,0,0,0,0
3 78,3_78,E5,1,0,0,0,0
3 78,3_78,E5,2,0,0,0,0
3 78,3_78,E5,3,0,0,0,0
3 78,3_78,E10,1,0,1,0,0
3 78,3_78,E10,2,0,0,0,0
3 78,3_78,E10,3,0,0,0,0
3 78,3_78,S5,1,1,0,0,0
3 78,3_78,S5,2,0,0,0,0
3 78,3_78,S5,3,0,0,0,0
3 78,3_78,S10,1,0,0,0,0
3 78,3_78,S10,2,0,0,0,0
3 78,3_78,S10,3,0,0,0,0
3 78,3_78,W5,1,0,0,0,0
3 78,3_78,W5,2,1,0,0,0
3 78,3_78,W5,3,0,0,0,0
3 78,3_78,W10,1,0,0,0,0
3 78,3_78,W10,2,0,0,0,0
3 78,3_78,W10,3,0,0,0,0
3 79,3_79,N5,1,1,0,0,0
3 79,3_79,N5,2,0,0,0,0
3 79,3_79,N5,3,0,0,0,0
3 79,3_79,N10,1,1,0,0,0
3 79,3_79,N10,2,0,0,0,0
3 79,3_79,N10,3,0,0,0,0
3 79,3_79,E5,1,1,0,0,0
3 79,3_79,E5,2,0,0,0,0
3 79,3_79,E5,3,0,0,0,0
3 79,3_79,E10,1,1,0,0,0
3 79,3_79,E10,2,0,0,0,0
3 79,3_79,E10,3,0,0,0,0
3 79,3_79,S5,1,1,0,0,0
3 79,3_79,S5,2,0,0,0,0
3 79,3_79,S5,3,0,0,0,0
3 79,3_79,S10,1,1,0,0,0
3 79,3_79,S10,2,0,0,0,0
3 79,3_79,S10,3,0,0,0,0
3 79,3_79,W5,1,0,0,1,0
3 79,3_79,W5,2,0,0,0,0
3 79,3_79,W5,3,0,0,0,0
3 79,3_79,W10,1,1,0,1,0
3 79,3_79,W10,2,0,0,0,0
3 79,3_79,W10,3,0,0,0,0
3 80,3_80,N5,1,0,1,1,0
3 80,3_80,N5,2,0,0,0,0
3 80,3_80,N5,3,0,0,0,0
3 80,3_80,N10,1,0,0,1,0
3 80,3_80,N10,2,0,0,0,0
3 80,3_80,N10,3,0,0,0,0
3 80,3_80,E5,1,0,0,0,0
3 80,3_80,E5,2,0,0,0,0
3 80,3_80,E5,3,0,0,0,0
3 80,3_80,E10,1,0,0,1,0
3 80,3_80,E10,2,0,0,0,0
3 80,3_80,E10,3,0,0,0,0
3 80,3_80,S5,1,0,0,1,0
3 80,3_80,S5,2,0,0,0,0
3 80,3_80,S5,3,0,0,0,0
3 80,3_80,S10,1,0,0,1,0
3 80,3_80,S10,2,0,0,0,0
3 80,3_80,S10,3,0,0,0,0
3 80,3_80,W5,1,0,0,1,0
3 80,3_80,W5,2,0,0,0,0
3 80,3_80,W5,3,0,0,0,0
3 80,3_80,W10,1,1,1,1,0
3 80,3_80,W10,2,0,0,0,0
3 80,3_80,W10,3,0,0,0,0
3 83,3_83,N5,1,1,0,0,0
3 83,3_83,N5,2,0,0,0,0
3 83,3_83,N5,3,0,0,0,0
3 83,3_83,N10,1,1,0,0,0
3 83,3_83,N10,2,0,0,0,0
3 83,3_83,N10,3,0,0,0,0
3 83,3_83,E5,1,1,0,0,0
3 83,3_83,E5,2,0,0,0,0
3 83,3_83,E5,3,0,0,0,0
3 83,3_83,E10,1,1,0,0,0
3 83,3_83,E10,2,0,0,0,0
3 83,3_83,E10,3,0,0,0,0
3 83,3_83,S5,1,1,0,0,0
3 83,3_83,S5,2,0,0,0,0
3 83,3_83,S5,3,0,0,0,0
3 83,3_83,S10,1,0,0,0,0
3 83,3_83,S10,2,0,0,0,0
3 83,3_83,S10,3,0,0,0,0
3 83,3_83,W5,1,1,0,0,0
3 83,3_83,W5,2,0,0,0,0
3 83,3_83,W5,3,0,0,0,0
3 83,3_83,W10,1,0,0,0,0
3 83,3_83,W10,2,0,0,0,0
3 83,3_83,W10,3,0,0,0,0
3 85,3_85,N5,1,1,0,0,0
3 85,3_85,N5,2,0,0,0,0
3 85,3_85,N5,3,0,0,0,0
3 85,3_85,N10,1,1,1,0,0
3 85,3_85,N10,2,0,0,0,0
3 85,3_85,N10,3,0,0,0,0
3 85,3_85,E5,1,1,1,0,0
3 85,3_85,E5,2,0,0,0,0
3 85,3_85,E5,3,0,0,0,0
3 85,3_85,E10,1,1,1,1,0
3 85,3_85,E10,2,0,0,0,0
3 85,3_85,E10,3,0,0,0,0
3 85,3_85,S5,1,1,0,0,0
3 85,3_85,S5,2,0,0,0,0
3 85,3_85,S5,3,0,0,0,0
3 85,3_85,S10,1,1,0,0,0
3 85,3_85,S10,2,0,0,0,0
3 85,3_85,S10,3,0,0,0,0
3 85,3_85,W5,1,1,0,1,0
3 85,3_85,W5,2,0,0,0,0
3 85,3_85,W5,3,0,0,0,0
3 85,3_85,W10,1,1,0,0,0
3 85,3_85,W10,2,0,0,0,0
3 85,3_85,W10,3,0,0,0,0
3 88,3_88,N5,1,0,0,0,0
3 88,3_88,N5,2,0,0,0,0
3 88,3_88,N5,3,0,0,0,0
3 88,3_88,N10,1,0,0,0,0
3 88,3_88,N10,2,0,0,0,0
3 88,3_88,N10,3,0,0,0,0
3 88,3_88,E5,1,0,0,0,0
3 88,3_88,E5,2,0,0,0,0
3 88,3_88,E5,3,0,0,0,0
3 88,3_88,E10,1,0,0,0,0
3 88,3_88,E10,2,0,0,0,0
3 88,3_88,E10,3,0,0,0,0
3 88,3_88,S5,1,0,0,0,0
3 88,3_88,S5,2,0,0,0,0
3 88,3_88,S5,3,0,0,0,0
3 88,3_88,S10,1,1,1,0,0
3 88,3_88,S10,2,1,0,0,0
3 88,3_88,S10,3,0,0,0,0
3 88,3_88,W5,1,0,0,0,0
3 88,3_88,W5,2,0,0,0,0
3 88,3_88,W5,3,0,0,0,0
3 88,3_88,W10,1,1,1,0,0
3 88,3_88,W10,2,0,0,0,0
3 88,3_88,W10,3,0,0,0,0
3 96,3_96,N5,1,0,0,0,0
3 96,3_96,N5,2,0,0,0,0
3 96,3_96,N5,3,0,0,0,0
3 96,3_96,N10,1,0,1,1,0
3 96,3_96,N10,2,0,0,1,0
3 96,3_96,N10,3,0,0,0,0
3 96,3_96,E5,1,0,1,0,0
3 96,3_96,E5,2,0,0,0,0
3 96,3_96,E5,3,0,0,0,0
3 96,3_96,E10,1,0,0,0,0
3 96,3_96,E10,2,0,0,0,0
3 96,3_96,E10,3,0,0,0,0
3 96,3_96,S5,1,0,1,0,0
3 96,3_96,S5,2,0,0,0,0
3 96,3_96,S5,3,0,0,0,0
3 96,3_96,S10,1,0,1,1,0
3 96,3_96,S10,2,0,0,0,0
3 96,3_96,S10,3,0,0,0,0
3 96,3_96,W5,1,0,1,0,0
3 96,3_96,W5,2,0,0,0,0
3 96,3_96,W5,3,0,0,0,0
3 96,3_96,W10,1,0,0,0,0
3 96,3_96,W10,2,0,0,0,0
3 96,3_96,W10,3,0,0,0,0
3 97,3_97,N5,1,1,0,1,0
3 97,3_97,N5,2,0,0,1,0
3 97,3_97,N5,3,0,0,0,0
3 97,3_97,N10,1,1,0,1,0
3 97,3_97,N10,2,0,0,0,0
3 97,3_97,N10,3,0,0,0,0
3 97,3_97,E5,1,1,1,1,0
3 97,3_97,E5,2,0,0,0,0
3 97,3_97,E5,3,0,0,0,0
3 97,3_97,E10,1,1,1,1,0
3 97,3_97,E10,2,0,0,0,0
3 97,3_97,E10,3,0,0,0,0
3 97,3_97,S5,1,0,0,1,0
3 97,3_97,S5,2,0,0,1,0
3 97,3_97,S5,3,0,0,0,0
3 97,3_97,S10,1,0,0,1,0
3 97,3_97,S10,2,0,0,1,0
3 97,3_97,S10,3,0,0,0,0
3 97,3_97,W5,1,0,0,1,0
3 97,3_97,W5,2,0,0,1,0
3 97,3_97,W5,3,0,0,0,0
3 97,3_97,W10,1,1,0,1,0
3 97,3_97,W10,2,0,0,1,0
3 97,3_97,W10,3,0,0,0,0
3 99,3_99,N5,1,0,0,0,0
3 99,3_99,N5,2,0,0,0,0
3 99,3_99,N5,3,0,0,0,0
3 99,3_99,N10,1,0,0,0,0
3 99,3_99,N10,2,0,0,0,0
3 99,3_99,N10,3,0,0,0,0
3 99,3_99,E5,1,0,0,0,0
3 99,3_99,E5,2,1,0,0,0
3 99,3_99,E5,3,0,0,0,0
3 99,3_99,E10,1,0,0,0,0
3 99,3_99,E10,2,0,0,0,0
3 99,3_99,E10,3,0,0,0,0
3 99,3_99,S5,1,1,0,0,0
3 99,3_99,S5,2,1,0,0,0
3 99,3_99,S5,3,0,0,0,0
3 99,3_99,S10,1,0,0,0,0
3 99,3_99,S10,2,0,0,0,0
3 99,3_99,S10,3,0,0,0,0
3 99,3_99,W5,1,1,0,0,0
3 99,3_99,W5,2,1,0,0,0
3 99,3_99,W5,3,0,0,0,0
3 99,3_99,W10,1,0,0,0,0
3 99,3_99,W10,2,0,0,0,0
3 99,3_99,W10,3,0,0,0,0
4 12,4_12,N5,1,0,0,0,0
4 12,4_12,N5,2,0,0,0,0
4 12,4_12,N5,3,0,0,0,0
4 12,4_12,N10,1,0,0,0,0
4 12,4_12,N10,2,0,0,0,0
4 12,4_12,N10,3,0,0,0,0
4 12,4_12,E5,1,0,0,0,0
4 12,4_12,E5,2,0,0,0,0
4 12,4_12,E5,3,0,0,0,0
4 12,4_12,E10,1,0,0,0,0
4 12,4_12,E10,2,0,0,0,0
4 12,4_12,E10,3,0,0,0,0
4 12,4_12,S5,1,1,0,0,0
4 12,4_12,S5,2,0,0,0,0
4 12,4_12,S5,3,0,0,0,0
4 12,4_12,S10,1,0,0,0,0
4 12,4_12,S10,2,0,0,0,0
4 12,4_12,S10,3,0,0,0,0
4 12,4_12,W5,1,0,0,0,0
4 12,4_12,W5,2,0,0,0,0
4 12,4_12,W5,3,0,0,0,0
4 12,4_12,W10,1,0,0,0,0
4 12,4_12,W10,2,0,0,0,0
4 12,4_12,W10,3,0,0,0,0
4 13,4_13,N5,1,0,0,0,0
4 13,4_13,N5,2,0,0,0,0
4 13,4_13,N5,3,0,0,0,0
4 13,4_13,N10,1,0,0,0,0
4 13,4_13,N10,2,0,0,0,0
4 13,4_13,N10,3,0,0,0,0
4 13,4_13,E5,1,0,0,0,0
4 13,4_13,E5,2,0,0,0,0
4 13,4_13,E5,3,0,0,0,0
4 13,4_13,E10,1,1,0,0,0
4 13,4_13,E10,2,0,0,0,0
4 13,4_13,E10,3,0,0,0,0
4 13,4_13,S5,1,0,0,0,0
4 13,4_13,S5,2,0,0,0,0
4 13,4_13,S5,3,0,0,0,0
4 13,4_13,S10,1,0,0,0,0
4 13,4_13,S10,2,0,0,0,0
4 13,4_13,S10,3,0,0,0,0
4 13,4_13,W5,1,0,0,0,0
4 13,4_13,W5,2,0,0,0,0
4 13,4_13,W5,3,0,0,0,0
4 13,4_13,W10,1,0,0,0,0
4 13,4_13,W10,2,0,0,0,0
4 13,4_13,W10,3,0,0,0,0
4 16,4_16,N5,1,0,0,1,0
4 16,4_16,N5,2,0,0,0,0
4 16,4_16,N5,3,0,0,0,0
4 16,4_16,N10,1,0,0,1,0
4 16,4_16,N10,2,0,0,0,0
4 16,4_16,N10,3,0,0,0,0
4 16,4_16,E5,1,1,1,0,0
4 16,4_16,E5,2,1,0,0,0
4 16,4_16,E5,3,0,0,0,0
4 16,4_16,E10,1,1,1,0,0
4 16,4_16,E10,2,0,0,0,0
4 16,4_16,E10,3,0,0,0,0
4 16,4_16,S5,1,0,0,0,0
4 16,4_16,S5,2,0,0,0,0
4 16,4_16,S5,3,0,0,0,0
4 16,4_16,S10,1,0,0,0,0
4 16,4_16,S10,2,0,0,0,0
4 16,4_16,S10,3,0,0,0,0
4 16,4_16,W5,1,1,0,0,0
4 16,4_16,W5,2,0,0,0,0
4 16,4_16,W5,3,0,0,0,0
4 16,4_16,W10,1,0,0,1,0
4 16,4_16,W10,2,0,0,0,0
4 16,4_16,W10,3,0,0,0,0
4 17,4_17,N5,1,1,0,0,0
4 17,4_17,N5,2,0,0,0,0
4 17,4_17,N5,3,0,0,0,0
4 17,4_17,N10,1,1,0,0,0
4 17,4_17,N10,2,0,0,0,0
4 17,4_17,N10,3,0,0,0,0
4 17,4_17,E5,1,1,0,0,0
4 17,4_17,E5,2,0,0,0,0
4 17,4_17,E5,3,0,0,0,0
4 17,4_17,E10,1,1,0,0,0
4 17,4_17,E10,2,0,0,0,0
4 17,4_17,E10,3,0,0,0,0
4 17,4_17,S5,1,1,0,0,0
4 17,4_17,S5,2,0,0,0,0
4 17,4_17,S5,3,0,0,0,0
4 17,4_17,S10,1,1,0,0,0
4 17,4_17,S10,2,0,0,0,0
4 17,4_17,S10,3,0,0,0,0
4 17,4_17,W5,1,1,1,0,0
4 17,4_17,W5,2,0,0,0,0
4 17,4_17,W5,3,0,0,0,0
4 17,4_17,W10,1,1,1,0,0
4 17,4_17,W10,2,0,0,0,0
4 17,4_17,W10,3,0,0,0,0
4 25,4_25,N5,1,1,0,0,0
4 25,4_25,N5,2,0,0,0,0
4 25,4_25,N5,3,0,0,0,0
4 25,4_25,N10,1,1,0,0,0
4 25,4_25,N10,2,0,0,0,0
4 25,4_25,N10,3,0,0,0,0
4 25,4_25,E5,1,1,0,0,0
4 25,4_25,E5,2,0,0,0,0
4 25,4_25,E5,3,0,0,0,0
4 25,4_25,E10,1,0,0,0,0
4 25,4_25,E10,2,0,0,0,0
4 25,4_25,E10,3,0,0,0,0
4 25,4_25,S5,1,0,0,0,0
4 25,4_25,S5,2,1,0,0,0
4 25,4_25,S5,3,0,0,0,0
4 25,4_25,S10,1,1,0,0,0
4 25,4_25,S10,2,0,0,0,0
4 25,4_25,S10,3,0,0,0,0
4 25,4_25,W5,1,1,0,0,0
4 25,4_25,W5,2,0,0,0,0
4 25,4_25,W5,3,0,0,0,0
4 25,4_25,W10,1,1,0,0,0
4 25,4_25,W10,2,0,0,0,0
4 25,4_25,W10,3,0,0,0,0
4 26,4_26,N5,1,1,0,0,0
4 26,4_26,N5,2,0,0,0,0
4 26,4_26,N5,3,0,0,0,0
4 26,4_26,N10,1,1,0,0,0
4 26,4_26,N10,2,1,0,0,0
4 26,4_26,N10,3,0,0,0,0
4 26,4_26,E5,1,1,0,0,0
4 26,4_26,E5,2,0,0,0,0
4 26,4_26,E5,3,0,0,0,0
4 26,4_26,E10,1,1,0,0,0
4 26,4_26,E10,2,0,0,0,0
4 26,4_26,E10,3,0,0,0,0
4 26,4_26,S5,1,1,0,0,0
4 26,4_26,S5,2,0,0,0,0
4 26,4_26,S5,3,0,0,0,0
4 26,4_26,S10,1,1,0,0,0
4 26,4_26,S10,2,0,0,0,0
4 26,4_26,S10,3,0,0,0,0
4 26,4_26,W5,1,1,0,0,0
4 26,4_26,W5,2,1,0,0,0
4 26,4_26,W5,3,0,0,0,0
4 26,4_26,W10,1,1,0,0,0
4 26,4_26,W10,2,1,0,0,0
4 26,4_26,W10,3,0,0,0,0
4 27,4_27,N5,1,1,0,0,0
4 27,4_27,N5,2,0,0,0,0
4 27,4_27,N5,3,0,0,0,0
4 27,4_27,N10,1,1,0,0,0
4 27,4_27,N10,2,0,0,0,0
4 27,4_27,N10,3,0,0,0,0
4 27,4_27,E5,1,1,0,0,0
4 27,4_27,E5,2,0,0,0,0
4 27,4_27,E5,3,0,0,0,0
4 27,4_27,E10,1,1,0,0,0
4 27,4_27,E10,2,0,0,0,0
4 27,4_27,E10,3,0,0,0,0
4 27,4_27,S5,1,1,0,0,0
4 27,4_27,S5,2,0,0,0,0
4 27,4_27,S5,3,0,0,0,0
4 27,4_27,S10,1,1,0,0,0
4 27,4_27,S10,2,1,0,0,0
4 27,4_27,S10,3,0,0,0,0
4 27,4_27,W5,1,1,0,0,0
4 27,4_27,W5,2,1,0,0,0
4 27,4_27,W5,3,0,0,0,0
4 27,4_27,W10,1,1,0,0,0
4 27,4_27,W10,2,0,0,0,0
4 27,4_27,W10,3,0,0,0,0
4 31,4_31,N5,1,0,0,0,0
4 31,4_31,N5,2,0,0,0,0
4 31,4_31,N5,3,0,0,0,0
4 31,4_31,N10,1,0,0,0,0
4 31,4_31,N10,2,0,0,0,0
4 31,4_31,N10,3,0,0,0,0
4 31,4_31,E5,1,0,0,0,0
4 31,4_31,E5,2,0,0,0,0
4 31,4_31,E5,3,0,0,0,0
4 31,4_31,E10,1,1,0,0,0
4 31,4_31,E10,2,0,0,0,0
4 31,4_31,E10,3,0,0,0,0
4 31,4_31,S5,1,1,0,0,0
4 31,4_31,S5,2,0,0,0,0
4 31,4_31,S5,3,0,0,0,0
4 31,4_31,S10,1,0,0,0,0
4 31,4_31,S10,2,0,0,0,0
4 31,4_31,S10,3,0,0,0,0
4 31,4_31,W5,1,1,0,0,0
4 31,4_31,W5,2,0,0,0,0
4 31,4_31,W5,3,0,0,0,0
4 31,4_31,W10,1,1,0,0,0
4 31,4_31,W10,2,0,0,0,0
4 31,4_31,W10,3,0,0,0,0
4 33,4_33,N5,1,1,0,0,0
4 33,4_33,N5,2,0,0,0,0
4 33,4_33,N5,3,0,0,0,0
4 33,4_33,N10,1,0,0,0,0
4 33,4_33,N10,2,0,0,0,0
4 33,4_33,N10,3,0,0,0,0
4 33,4_33,E5,1,1,1,0,0
4 33,4_33,E5,2,0,0,0,0
4 33,4_33,E5,3,0,0,0,0
4 33,4_33,E10,1,1,0,0,0
4 33,4_33,E10,2,0,0,0,0
4 33,4_33,E10,3,0,0,0,0
4 33,4_33,S5,1,1,0,0,0
4 33,4_33,S5,2,0,0,0,0
4 33,4_33,S5,3,0,0,0,0
4 33,4_33,S10,1,1,0,1,0
4 33,4_33,S10,2,0,0,0,0
4 33,4_33,S10,3,0,0,0,0
4 33,4_33,W5,1,1,0,0,0
4 33,4_33,W5,2,0,0,1,0
4 33,4_33,W5,3,0,0,0,0
4 33,4_33,W10,1,0,0,0,0
4 33,4_33,W10,2,0,0,0,0
4 33,4_33,W10,3,0,0,0,0
4 35,4_35,N5,1,0,0,0,0
4 35,4_35,N5,2,0,0,0,0
4 35,4_35,N5,3,0,0,0,0
4 35,4_35,N10,1,0,0,0,0
4 35,4_35,N10,2,0,0,0,0
4 35,4_35,N10,3,0,0,0,0
4 35,4_35,E5,1,0,0,0,0
4 35,4_35,E5,2,0,0,0,0
4 35,4_35,E5,3,0,0,0,0
4 35,4_35,E10,1,0,0,0,0
4 35,4_35,E10,2,0,0,0,0
4 35,4_35,E10,3,0,0,0,0
4 35,4_35,S5,1,0,0,0,0
4 35,4_35,S5,2,0,0,0,0
4 35,4_35,S5,3,0,0,0,0
4 35,4_35,S10,1,0,0,0,0
4 35,4_35,S10,2,0,0,0,0
4 35,4_35,S10,3,0,0,0,0
4 35,4_35,W5,1,1,0,0,0
4 35,4_35,W5,2,0,0,0,0
4 35,4_35,W5,3,0,0,0,0
4 35,4_35,W10,1,0,0,0,0
4 35,4_35,W10,2,0,0,0,0
4 35,4_35,W10,3,0,0,0,0
4 37,4_37,N5,1,1,0,0,0
4 37,4_37,N5,2,0,0,0,0
4 37,4_37,N5,3,0,0,0,0
4 37,4_37,N10,1,0,0,0,0
4 37,4_37,N10,2,0,0,0,0
4 37,4_37,N10,3,0,0,0,0
4 37,4_37,E5,1,1,1,0,0
4 37,4_37,E5,2,0,0,0,0
4 37,4_37,E5,3,0,0,0,0
4 37,4_37,E10,1,0,0,0,0
4 37,4_37,E10,2,0,0,0,0
4 37,4_37,E10,3,0,0,0,0
4 37,4_37,S5,1,0,0,0,0
4 37,4_37,S5,2,0,0,0,0
4 37,4_37,S5,3,0,0,0,0
4 37,4_37,S10,1,0,0,0,0
4 37,4_37,S10,2,0,0,0,0
4 37,4_37,S10,3,0,0,0,0
4 37,4_37,W5,1,0,0,0,0
4 37,4_37,W5,2,0,0,0,0
4 37,4_37,W5,3,0,0,0,0
4 37,4_37,W10,1,0,0,0,0
4 37,4_37,W10,2,0,0,0,0
4 37,4_37,W10,3,0,0,0,0
4 39,4_39,N5,1,0,0,0,0
4 39,4_39,N5,2,0,0,0,0
4 39,4_39,N5,3,0,0,0,0
4 39,4_39,N10,1,0,0,0,0
4 39,4_39,N10,2,0,0,0,0
4 39,4_39,N10,3,0,0,0,0
4 39,4_39,E5,1,1,0,0,0
4 39,4_39,E5,2,0,0,0,0
4 39,4_39,E5,3,0,0,0,0
4 39,4_39,E10,1,1,0,0,0
4 39,4_39,E10,2,0,0,0,0
4 39,4_39,E10,3,0,0,0,0
4 39,4_39,S5,1,1,0,0,0
4 39,4_39,S5,2,0,0,0,0
4 39,4_39,S5,3,0,0,0,0
4 39,4_39,S10,1,1,0,0,0
4 39,4_39,S10,2,0,0,0,0
4 39,4_39,S10,3,0,0,0,0
4 39,4_39,W5,1,1,0,0,0
4 39,4_39,W5,2,0,0,0,0
4 39,4_39,W5,3,0,0,0,0
4 39,4_39,W10,1,1,0,0,0
4 39,4_39,W10,2,0,0,0,0
4 39,4_39,W10,3,0,0,0,0
4 40,4_40,N5,1,1,0,0,0
4 40,4_40,N5,2,0,0,0,0
4 40,4_40,N5,3,0,0,0,0
4 40,4_40,N10,1,1,0,0,0
4 40,4_40,N10,2,0,0,0,0
4 40,4_40,N10,3,0,0,0,0
4 40,4_40,E5,1,1,0,0,0
4 40,4_40,E5,2,0,0,0,0
4 40,4_40,E5,3,0,0,0,0
4 40,4_40,E10,1,1,0,0,0
4 40,4_40,E10,2,0,0,0,0
4 40,4_40,E10,3,0,0,0,0
4 40,4_40,S5,1,1,0,0,0
4 40,4_40,S5,2,0,0,0,0
4 40,4_40,S5,3,0,0,0,0
4 40,4_40,S10,1,1,0,0,0
4 40,4_40,S10,2,0,0,0,0
4 40,4_40,S10,3,0,0,0,0
4 40,4_40,W5,1,1,0,0,0
4 40,4_40,W5,2,0,0,0,0
4 40,4_40,W5,3,0,0,0,0
4 40,4_40,W10,1,1,0,0,0
4 40,4_40,W10,2,0,0,0,0
4 40,4_40,W10,3,0,0,0,0
4 43,4_43,N5,1,1,0,0,0
4 43,4_43,N5,2,0,0,0,0
4 43,4_43,N5,3,0,0,0,0
4 43,4_43,N10,1,1,0,0,0
4 43,4_43,N10,2,0,0,0,0
4 43,4_43,N10,3,0,0,0,0
4 43,4_43,E5,1,1,0,0,0
4 43,4_43,E5,2,0,0,0,0
4 43,4_43,E5,3,0,0,0,0
4 43,4_43,E10,1,1,0,0,0
4 43,4_43,E10,2,0,0,0,0
4 43,4_43,E10,3,0,0,0,0
4 43,4_43,S5,1,1,0,0,0
4 43,4_43,S5,2,0,0,0,0
4 43,4_43,S5,3,0,0,0,0
4 43,4_43,S10,1,1,0,1,0
4 43,4_43,S10,2,0,0,0,0
4 43,4_43,S10,3,0,0,0,0
4 43,4_43,W5,1,1,0,0,0
4 43,4_43,W5,2,0,0,0,0
4 43,4_43,W5,3,0,0,0,0
4 43,4_43,W10,1,0,0,0,0
4 43,4_43,W10,2,0,0,0,0
4 43,4_43,W10,3,0,0,0,0
4 44,4_44,N5,1,1,0,0,0
4 44,4_44,N5,2,0,0,0,0
4 44,4_44,N5,3,0,0,0,0
4 44,4_44,N10,1,1,0,0,0
4 44,4_44,N10,2,0,0,0,0
4 44,4_44,N10,3,0,0,0,0
4 44,4_44,E5,1,1,0,0,0
4 44,4_44,E5,2,0,0,0,0
4 44,4_44,E5,3,0,0,0,0
4 44,4_44,E10,1,1,0,0,0
4 44,4_44,E10,2,0,0,0,0
4 44,4_44,E10,3,0,0,0,0
4 44,4_44,S5,1,1,0,0,0
4 44,4_44,S5,2,0,0,0,0
4 44,4_44,S5,3,0,0,0,0
4 44,4_44,S10,1,0,0,0,0
4 44,4_44,S10,2,0,0,0,0
4 44,4_44,S10,3,0,0,0,0
4 44,4_44,W5,1,1,0,0,0
4 44,4_44,W5,2,0,0,0,0
4 44,4_44,W5,3,0,0,0,0
4 44,4_44,W10,1,1,0,0,0
4 44,4_44,W10,2,0,0,0,0
4 44,4_44,W10,3,0,0,0,0
4 53,4_53,N5,1,0,1,0,0
4 53,4_53,N5,2,0,0,0,0
4 53,4_53,N5,3,0,0,0,0
4 53,4_53,N10,1,0,1,0,0
4 53,4_53,N10,2,1,0,0,0
4 53,4_53,N10,3,0,0,0,0
4 53,4_53,E5,1,0,0,0,0
4 53,4_53,E5,2,0,0,0,0
4 53,4_53,E5,3,0,0,0,0
4 53,4_53,E10,1,0,0,0,0
4 53,4_53,E10,2,0,0,0,0
4 53,4_53,E10,3,0,0,0,0
4 53,4_53,S5,1,0,0,0,0
4 53,4_53,S5,2,0,0,0,0
4 53,4_53,S5,3,0,0,0,0
4 53,4_53,S10,1,0,1,0,0
4 53,4_53,S10,2,0,0,0,0
4 53,4_53,S10,3,0,0,0,0
4 53,4_53,W5,1,1,0,0,0
4 53,4_53,W5,2,0,0,0,0
4 53,4_53,W5,3,0,0,0,0
4 53,4_53,W10,1,1,0,0,0
4 53,4_53,W10,2,0,0,0,0
4 53,4_53,W10,3,0,0,0,0
4 56,4_56,N5,1,1,0,0,0
4 56,4_56,N5,2,0,0,0,0
4 56,4_56,N5,3,0,0,0,0
4 56,4_56,N10,1,0,0,0,0
4 56,4_56,N10,2,0,0,0,0
4 56,4_56,N10,3,0,0,0,0
4 56,4_56,E5,1,1,0,0,0
4 56,4_56,E5,2,0,0,0,0
4 56,4_56,E5,3,0,0,0,0
4 56,4_56,E10,1,0,0,0,0
4 56,4_56,E10,2,0,0,0,0
4 56,4_56,E10,3,0,0,0,0
4 56,4_56,S5,1,0,0,0,0
4 56,4_56,S5,2,0,0,0,0
4 56,4_56,S5,3,0,0,0,0
4 56,4_56,S10,1,0,0,0,0
4 56,4_56,S10,2,0,0,0,0
4 56,4_56,S10,3,0,0,0,0
4 56,4_56,W5,1,1,0,0,0
4 56,4_56,W5,2,0,0,0,0
4 56,4_56,W5,3,0,0,0,0
4 56,4_56,W10,1,0,0,0,0
4 56,4_56,W10,2,0,0,0,0
4 56,4_56,W10,3,0,0,0,0
4 57,4_57,N5,1,0,0,0,0
4 57,4_57,N5,2,0,0,0,0
4 57,4_57,N5,3,0,0,0,0
4 57,4_57,N10,1,0,0,0,0
4 57,4_57,N10,2,0,0,0,0
4 57,4_57,N10,3,0,0,0,0
4 57,4_57,E5,1,0,0,0,0
4 57,4_57,E5,2,0,0,0,0
4 57,4_57,E5,3,0,0,0,0
4 57,4_57,E10,1,0,0,0,0
4 57,4_57,E10,2,0,0,0,0
4 57,4_57,E10,3,0,0,0,0
4 57,4_57,S5,1,0,0,0,0
4 57,4_57,S5,2,0,0,0,0
4 57,4_57,S5,3,0,0,0,0
