system:index,1995-05-01_score_mean,1995-06-01_score_mean,1995-07-01_score_mean,1995-08-01_score_mean,1995-09-01_score_mean,1996-05-01_score_mean,1996-06-01_score_mean,1996-07-01_score_mean,1996-08-01_score_mean,1996-09-01_score_mean,1997-05-01_score_mean,1997-06-01_score_mean,1997-07-01_score_mean,1997-08-01_score_mean,1997-09-01_score_mean,1998-05-01_score_mean,1998-06-01_score_mean,1998-07-01_score_mean,1998-08-01_score_mean,1998-09-01_score_mean,1999-05-01_score_mean,1999-06-01_score_mean,1999-07-01_score_mean,1999-08-01_score_mean,1999-09-01_score_mean,2000-05-01_score_mean,2000-06-01_score_mean,2000-07-01_score_mean,2000-08-01_score_mean,2000-09-01_score_mean,2001-05-01_score_mean,2001-06-01_score_mean,2001-07-01_score_mean,2001-08-01_score_mean,2001-09-01_score_mean,2002-05-01_score_mean,2002-06-01_score_mean,2002-07-01_score_mean,2002-08-01_score_mean,2002-09-01_score_mean,2003-05-01_score_mean,2003-06-01_score_mean,2003-07-01_score_mean,2003-08-01_score_mean,2003-09-01_score_mean,2004-05-01_score_mean,2004-06-01_score_mean,2004-07-01_score_mean,2004-08-01_score_mean,2004-09-01_score_mean,2005-05-01_score_mean,2005-06-01_score_mean,2005-07-01_score_mean,2005-08-01_score_mean,2005-09-01_score_mean,2006-05-01_score_mean,2006-06-01_score_mean,2006-07-01_score_mean,2006-08-01_score_mean,2006-09-01_score_mean,2007-05-01_score_mean,2007-06-01_score_mean,2007-07-01_score_mean,2007-08-01_score_mean,2007-09-01_score_mean,2008-05-01_score_mean,2008-06-01_score_mean,2008-07-01_score_mean,2008-08-01_score_mean,2008-09-01_score_mean,2009-05-01_score_mean,2009-06-01_score_mean,2009-07-01_score_mean,2009-08-01_score_mean,2009-09-01_score_mean,2010-05-01_score_mean,2010-06-01_score_mean,2010-07-01_score_mean,2010-08-01_score_mean,2010-09-01_score_mean,2011-05-01_score_mean,2011-06-01_score_mean,2011-07-01_score_mean,2011-08-01_score_mean,2011-09-01_score_mean,2012-05-01_score_mean,2012-06-01_score_mean,2012-07-01_score_mean,2012-08-01_score_mean,2012-09-01_score_mean,2013-05-01_score_mean,2013-06-01_score_mean,2013-07-01_score_mean,2013-08-01_score_mean,2013-09-01_score_mean,2014-05-01_score_mean,2014-06-01_score_mean,2014-07-01_score_mean,2014-08-01_score_mean,2014-09-01_score_mean,2015-05-01_score_mean,2015-06-01_score_mean,2015-07-01_score_mean,2015-08-01_score_mean,2015-09-01_score_mean,2016-05-01_score_mean,2016-06-01_score_mean,2016-07-01_score_mean,2016-08-01_score_mean,2016-09-01_score_mean,2017-05-01_score_mean,2017-06-01_score_mean,2017-07-01_score_mean,2017-08-01_score_mean,2017-09-01_score_mean,2018-05-01_score_mean,2018-06-01_score_mean,2018-07-01_score_mean,2018-08-01_score_mean,2018-09-01_score_mean,2019-05-01_score_mean,2019-06-01_score_mean,2019-07-01_score_mean,2019-08-01_score_mean,2019-09-01_score_mean,2020-05-01_score_mean,2020-06-01_score_mean,2020-07-01_score_mean,2020-08-01_score_mean,2020-09-01_score_mean,hotplot,id,.geo
60,,0.715686202,-0.042478006,0.482443988,-0.438597143,-0.190575019,0.808263481,-0.371817112,0.008876568,0.42509529,,1.29737246,,,,-0.60005933,,0.590994835,-0.296867996,0.368008524,-0.685180128,1.206110001,0.011445097,0.205660418,-0.508487105,,1.912391186,-5.469544411,-0.162330464,-0.180595949,-1.091523767,1.286120415,0.222685784,,0.630930722,-1.648699403,0.779200375,1.065410376,,0.496204346,,,0.905272007,-1.278060198,,,0.796773612,0.599841833,0.338000983,,-1.629869223,0.10768187,0.645251453,0.072349146,-0.219683975,-0.378231645,0.785960615,0.018427758,,-0.256538868,-0.68125391,1.146407127,-0.282922,0.366996169,1.0349437,-0.176990449,0.687729537,0.806049526,0.541768551,0.569873929,1.788865685,,0.264289647,0.211086154,-0.158595532,1.113560557,0.835014701,0.168935537,0.672366679,-0.123291768,-0.784207344,0.359310418,0.100500099,,,,0.92911607,0.379168659,1.222979903,0.119777165,-0.742467463,0.914105773,0.217556208,-0.115408324,-0.537827432,-1.310790896,0.692314923,0.421861619,0.700044572,0.612974107,,,1.118538857,0.235847592,1.31232965,-0.036086638,0.916679263,0.317703336,0.68018502,0.95261085,-1.210911393,-2.373160362,-1.664442301,-0.708159566,-1.461963654,-0.038316097,0.689863384,-0.268662214,-0.973350286,-0.583462954,-0.560144544,0.731896102,-0.109709173,-0.288079351,-0.273982406,-1.683570862,0.980251253,-0.128500015,-0.178153083,0.165818259,4_26,99,"{""type"":""Point"",""coordinates"":[-72.33538122046217,42.419767213110696]}"
61,-2.584743261,0.07416103,-0.501830995,0.234764159,-1.407052517,-0.036824763,-0.33278504,-0.770935178,-0.360298455,0.032945249,,0.565938234,,,,0.463930219,,-0.248984948,-0.761036992,,-0.084661424,2.037132025,-0.037083,0.075174995,0.319307327,,,,-0.231098846,-0.290587902,1.801245809,1.857498527,0.666659057,,0.947467327,-1.886213183,-0.009752093,-0.655289352,,-0.301003724,,,0.636531949,,,,0.046984196,0.113786891,0.412811726,,-2.624818325,0.360857785,0.770188212,0.736032963,-1.000033021,0.481939137,,-0.417128354,,-1.899283767,-0.490874022,1.439415812,1.556812167,0.411314726,0.086406812,-0.254035681,3.068804979,1.478656173,1.144808769,2.809206963,,,0.466316819,0.610534012,1.792221308,1.495287538,0.407974422,-1.424264431,-0.040881883,-1.316550612,-0.807006359,-0.156180158,-0.447458327,,-0.801527023,,0.341301411,-0.120162539,,-0.344899207,-0.374496877,0.300448209,-0.354365915,-0.065768361,-0.351784348,-1.661589622,2.071247101,1.354974151,2.11081171,1.617913246,0.827202082,,1.240958214,1.145350099,1.717366457,,1.269647956,0.603690147,1.589353681,1.012393117,-0.819327056,-2.610693455,-2.457338333,,-2.094062567,-0.11381802,0.246838048,-0.261566401,,,,0.23563087,-0.128893539,0.393902093,-0.769515753,-2.394771099,-0.212157071,-0.027858196,-0.629317641,,4_27,100,"{""type"":""Point"",""coordinates"":[-72.32718093362487,42.42217066857851]}"
62,-2.751108646,-0.137770101,-3.265877247,-0.022317281,-1.41492486,-0.130005613,-0.259283781,-0.650325954,-0.433596671,-0.358435363,,0.769146979,,,,0.905978143,,0.044978645,-0.271812946,0.141559049,0.734956324,1.86879468,0.50150615,0.362704217,0.8282184,,,,0.583853066,-0.174180448,0.899856806,1.306757927,0.842739761,,0.746825278,-1.727702856,0.112151265,0.459997624,,-0.556050003,,,0.781841874,,,,0.43157649,0.134208441,0.484388947,1.393772721,-2.461712122,0.668949544,0.765336752,0.512071908,-0.478033155,0.848396897,,-0.299205542,,-1.117597342,-0.306505054,2.289036512,1.351790309,0.089432418,-0.037910137,2.327625513,2.932504892,1.761451602,0.490021795,2.579647303,7.536293983,,0.09472847,0.084117353,1.321951032,3.408025026,0.431970686,-1.266758919,-0.109202348,-1.043153524,-1.331836462,0.184532911,-0.030200206,,-0.227248058,,,0.135360703,,-0.430287808,-0.118995324,0.649944901,0.297041237,0.302381128,-0.030301383,-1.249498248,1.497324109,1.31931293,1.348942399,1.74190855,0.846370995,,1.546089292,0.864507139,1.884939075,,1.429391146,0.645452738,1.43164134,0.956274271,-0.600718617,-1.939579248,-1.929770947,,-1.708938003,0.128242284,0.755775452,0.096864603,,-0.150779843,-2.44173789,0.491578966,-0.272576123,0.168909788,-0.638272643,-2.299168587,0.179353163,0.176617146,-0.646777868,,4_31,101,"{""type"":""Point"",""coordinates"":[-72.32776061676182,42.42172921757422]}"
63,-2.52939868,0.250350147,-3.396712303,0.34590444,-1.457192183,-0.047647405,-0.265586346,-0.729863644,-0.317260861,-0.057633158,,1.203199387,,,,0.804869473,,0.053956609,-0.159266442,-0.010403133,-0.632226765,1.47287333,-0.125908405,0.372490764,-0.072691321,,,,-0.319043279,0.064167716,1.10733366,1.167764068,0.65910989,,0.606684208,-1.466163039,0.131371215,-0.121458896,,-0.18363747,,,0.068943352,,,,0.546640158,0.311695904,0.664622903,1.13819015,-2.281545877,0.790831506,0.989899874,0.851491809,-0.373067528,-0.424115866,0.562268853,-0.122385211,,-0.979495823,-0.603711843,1.113445401,1.102909923,1.161811948,-0.05960162,2.087685823,2.04897213,1.232735753,0.497667819,3.054128647,4.813192844,1.403603315,0.22742179,0.201003209,-0.629953921,4.179696083,0.321155399,-1.076795697,-2.269799948,-1.645632505,-1.771365643,-0.469515175,0.02571379,-1.69656682,-1.361860514,0.054497071,0.213704333,-0.238606572,,-0.633275449,-0.452130049,0.44746086,-0.100711569,0.161833033,-0.337161362,-1.206241012,1.264804482,1.278084397,1.424092412,1.61974597,0.277512163,,1.443931937,0.716233253,1.538990617,0.952662766,1.385674477,0.657557249,1.510837436,1.006292462,-0.938303709,-2.99731493,-2.040406227,,-1.533594131,-0.305774063,,0.099254146,,-0.295220315,-2.690612555,0.245636672,0.120345809,0.297092974,-0.525082707,-2.459925413,0.03373076,0.081631176,-0.87138027,-1.301473737,4_33,102,"{""type"":""Point"",""coordinates"":[-72.32729241115122,42.420859692868795]}"
64,-2.640637398,0.021623524,-0.067234032,0.007156446,0.447445482,0.952218533,0.414190441,-0.38259384,0.202102363,0.553984284,,0.882991254,,,,0.423405826,,0.146767125,-0.123255312,0.285781622,-0.835474253,1.122508764,0.436275393,0.376444548,-0.029000767,,,,-0.004515433,-1.242338538,-0.636315227,1.001049399,0.483324766,,-0.751828015,-2.701059818,-0.18918173,-0.051629812,,-0.986880064,,,0.516703963,0.208669603,,,-0.183983833,0.483879954,-0.604028702,0.445852578,-2.749579668,1.136314988,0.547838569,0.112836093,-0.594205081,0.245777443,1.13528955,0.124818519,-3.787276268,-0.744148254,-0.516412377,0.986725628,1.070831895,1.003410339,0.302099735,2.451832533,1.600848913,0.537193239,0.07423304,0.888945401,7.341025352,2.439326048,0.480077535,-0.057834875,1.15540278,1.005027413,0.048803896,-0.84443903,-0.228133038,-0.065392643,0.047881622,0.675167501,0.21510984,-0.553922355,-0.341620475,,,0.490978658,,0.448292524,-0.29619351,0.872902393,-0.188556731,0.496953934,-0.166254014,-0.529671609,1.660902262,0.39548257,0.950545907,0.702248991,0.013208384,1.005428076,0.097207159,0.584716916,-0.118832558,,-0.139616981,-1.752407789,-0.659836829,-0.939689994,-0.964722455,-2.803332567,-1.53437078,,-1.56204772,-0.328441024,,-0.731696188,,-1.48016572,-0.510428965,0.205994606,-0.147625372,0.334230274,-0.085175067,-1.096856236,1.043140531,1.468501568,0.647206664,-0.099271126,4_35,103,"{""type"":""Point"",""coordinates"":[-72.32008204474779,42.420137318498135]}"
65,-2.792476892,0.0844597,,0.337752104,-0.93147707,0.440718442,0.120512575,-0.573882163,0.064377762,0.179641545,,0.969474792,,,,0.220754623,,-0.028475553,-0.634811938,-0.348560929,-2.892039061,1.642215967,0.056500815,0.337050825,-0.745537698,,,,-1.086899519,-0.554355741,0.06872794,0.993863583,0.41077745,,0.111309193,-2.02491641,0.093484752,0.651720047,1.010633588,-0.553880394,,,0.17988953,0.268673807,,,-0.059995219,-0.260325015,-0.150153086,0.355776519,-2.679919481,0.528994977,-0.102913253,-0.676505089,-1.73051405,0.150942013,-0.296900272,-0.595973611,,-0.684843719,-0.618814707,1.62640202,0.978260458,2.080408335,0.692238092,2.776963711,2.157865047,1.049812794,-2.633217573,2.814727545,6.69205904,3.329798937,1.118274927,1.472473145,2.623799801,1.866511583,0.204774544,-0.988960207,0.782645047,-0.475960881,0.388924539,0.058370832,-0.192156866,0.751476824,0.439754188,,,-0.390658915,,-0.412459075,-0.815208256,0.208059385,-0.886403978,-0.409605056,-0.826972783,-1.081032634,0.543137729,0.372484922,0.508526742,0.36762327,0.074864566,1.018920302,0.142888352,0.03094844,-0.376041859,2.030957699,1.316344738,0.310113907,0.853287876,0.533680558,0.078287333,-1.151885986,-1.600006819,,-1.726714492,0.240021899,,-0.123483144,,-0.930610478,-2.017861128,-0.016456062,-0.102487899,0.11301145,-0.998030484,-2.231305122,0.28310284,1.237815976,0.732264459,-0.714693725,4_37,104,"{""type"":""Point"",""coordinates"":[-72.32283776919883,42.420560933098216]}"
66,-2.489202976,-0.479632318,-0.004615716,-0.842887521,-0.296494544,0.655522048,1.214862108,-0.119667925,0.42120862,1.16870594,,1.186175346,,,,0.729280174,,0.977066755,0.36295262,,-2.299663305,1.699983835,-0.33566165,0.319459081,-0.529790938,,,,-0.582261086,-1.576506734,-2.033991814,0.079749301,-0.223564908,,-1.257943153,-2.979223967,-0.659213781,-0.577090442,,-1.996655464,,,-0.360422939,-0.488914192,,,0.002437597,0.648999095,-0.200526893,0.260425687,-2.279983521,0.885098159,0.952884018,0.663390875,-0.078664735,0.181445301,1.241139054,0.319898605,-3.725476503,0.058962703,-0.571874857,1.584018707,1.333779454,1.198471546,0.647468388,0.817393422,1.053913355,0.90569979,-0.814421892,1.937270761,2.604457855,2.707626581,0.476377755,-0.384771198,0.698224664,0.652939022,0.297115237,-0.671972215,-0.340828806,-0.386205435,-1.176877737,0.131073087,-0.267259866,,-0.459698856,-0.479316026,0.554817498,0.334863216,,-0.324701339,-0.077208057,0.660531282,-0.170957983,0.428337991,0.021932464,-0.362272352,1.41182363,0.457898825,1.074013233,1.328649521,-0.304354101,1.637394309,0.593863428,0.604450345,-0.061482418,1.074317575,0.485378742,-1.189142942,-0.635320306,-0.403935105,-0.620401919,-0.684151888,-1.490888596,-6.536380291,-1.486975193,-0.108971082,,-0.419720858,,-1.05526042,-0.478717715,-0.140112311,-0.269899368,-0.321894079,-0.2233392,-2.441856623,0.741733611,1.288416624,0.501166105,-0.377220988,4_39,105,"{""type"":""Point"",""coordinates"":[-72.3191233380213,42.419339139409566]}"
67,-2.717600822,0.332723141,1.186091304,0.555278301,0.089548968,0.617542863,-0.183568195,-0.714098275,-0.050403114,0.048379879,,0.784646988,,,,0.355881959,,-0.486901969,-1.015049458,-0.341954559,-1.7726686,0.978120744,-0.367884606,0.415706187,-0.555581868,,,,-0.368627936,-1.280260324,-0.256938398,0.43546018,-0.105760492,,-0.25830391,-3.017221689,-1.099303007,-0.424778253,1.472218871,-1.830813289,,,0.280341208,,,,0.3396945,0.471137732,0.093081377,0.46979931,-2.417860985,0.823147118,0.070036277,-1.481210589,-1.493381023,0.460308164,0.704033613,-0.439386785,,-1.645621419,-0.446688235,1.256392956,1.832260966,1.505868077,0.69026649,1.342607856,2.238631964,0.6778813,0.40380916,2.779522896,4.38787365,2.977188587,0.563598752,0.278042495,1.079221129,4.222503185,-0.920652211,-1.674818516,-3.310082197,-2.223154545,-1.0321275,-0.599354565,-1.771289706,-0.891534328,-1.592185974,-0.851936102,-0.340272397,-0.256834775,,-0.877931774,-0.53091675,,-0.204471871,0.358667582,-0.520987809,-0.664212108,0.526772678,0.345580935,0.621255219,0.233699813,0.665410042,1.673903346,0.603720784,0.413340241,0.046750892,1.897107244,1.657315493,0.716195047,0.729337394,0.214822575,-0.180928424,-0.099399813,-1.143547773,,-1.291113496,-0.2581608,1.187855721,0.355771154,-0.828343213,-0.873844802,-1.35802722,0.960055649,0.5447523,-0.345811695,-1.151831627,-2.043900728,1.554269314,1.354940534,1.398678303,0.047000874,4_40,106,"{""type"":""Point"",""coordinates"":[-72.3231276107673,42.419299007500086]}"
68,-2.517447948,0.119796343,-0.408566922,0.663324773,-0.886506438,0.563420236,0.23063387,-0.535405338,0.002267067,0.549796522,,1.308832645,,,,1.422482729,,0.361873716,-0.131549314,0.363884062,0.242112592,1.354348779,0.676810265,0.58404094,1.236150503,,,,-0.436669707,0.03152094,-0.033042058,1.186767578,0.545036435,,0.406038672,-2.163739443,-0.021656919,0.933539867,,-0.397423625,,,0.257673621,,,,0.224085927,-0.049486868,0.061754573,,-2.656745195,0.833193898,0.623792529,0.268226087,-0.827250361,-0.607268691,0.784755409,-0.325714976,,-0.541532755,-0.660468519,2.371303082,2.581927061,1.510984898,0.102465943,0.325784028,2.337735176,0.989089191,0.439655572,1.267254829,2.671684265,2.402298212,0.490172356,0.205507115,-0.272631437,1.152751565,0.158360437,-0.988378942,-0.556801438,-0.621592581,-1.130796552,0.022582754,0.303466231,2.229283333,-1.470066071,1.30213213,0.269497275,-0.055142362,,-0.730304837,-0.701745749,0.444672525,-0.397494078,0.044570517,-0.277421772,-3.414207697,0.754014552,0.998577952,1.380687952,1.389813781,-2.406099796,,-0.329547882,1.395152092,0.709906757,0.940915942,1.087189198,0.839437902,1.466870904,1.310154319,-0.149807721,-0.415777147,-1.868862152,,-1.321110964,0.672046542,0.391848654,0.192905545,-1.622159958,-0.367008507,-0.08645954,0.342347473,-0.296661079,-0.161088169,-1.25207448,-2.283145189,0.867806673,0.644359291,-0.341212928,-0.312669367,4_43,107,"{""type"":""Point"",""coordinates"":[-72.32846069562721,42.418540960321]}"
69,-2.387014151,0.345854789,0.849182189,0.236923963,-0.067656979,0.560584426,0.148029134,-0.741537392,-0.085458167,0.223101377,,1.296297908,,,,0.316703409,,0.184802994,-0.358521014,0.106786273,-3.72583437,1.01070559,-0.053385679,0.116250917,-1.254459381,-4.652544975,,,-1.002526879,-1.78673327,-0.258603722,0.97361207,0.537804961,,-0.194358125,-2.138546228,0.135575399,-1.628385425,,-0.678187847,,,0.270794094,0.04724041,,,0.109216668,0.458112895,0.071946561,0.497923911,-2.480200529,1.033252239,0.564994156,0.629754841,-0.494787812,0.412831545,1.168519855,0.034779154,-3.392754793,-0.592196167,-0.159803182,0.996956408,1.035133958,0.913377523,0.083143517,0.41876626,1.410299897,0.703235865,0.262432933,0.389105529,3.235160589,3.132878065,0.809432685,0.09696874,0.392130643,1.167737246,0.33520472,-1.022083759,-0.911580741,-0.284191221,-1.304419518,0.188517049,-0.39923805,,-0.414352655,-0.50060463,0.764299095,0.36293152,,0.104568817,-0.254162967,,-0.417561382,0.426388025,-0.117962465,-0.975901961,0.930328071,,0.750602663,0.576822281,-0.233748868,1.725694776,0.821253061,1.056640625,0.389144033,1.026409626,0.463446975,-0.796189547,-0.208157405,-0.46828422,-0.399644047,-1.103473186,-1.530778289,,-1.576328516,-0.076441631,0.058862377,-0.581544101,-1.598127365,-0.984868169,2.604839563,0.063293219,-0.056033589,0.117750086,-0.449187726,-1.417838931,1.115227699,1.300804853,0.376985878,-0.513945997,4_44,108,"{""type"":""Point"",""coordinates"":[-72.32083117372477,42.41846069650205]}"
0000000000000000006a,,0.449764788,-0.220713675,0.87223053,-0.314416885,1.025893569,0.819433749,-0.096542642,0.336534768,0.691407681,,1.468879104,,,,0.206473723,,0.131696209,-0.181147873,-0.520457447,,1.784802318,0.869652867,0.526141346,0.15731661,,,,-0.554099202,-0.259659111,-1.020951509,0.644775212,0.417746842,,0.506794453,-2.280060053,0.589101791,0.693044603,1.187714696,0.525408268,,,0.579804182,,,,0.823103368,0.594500959,0.417723894,,-2.262266874,1.03607583,0.687613189,0.611325562,0.255661249,0.495558262,1.158198595,0.214691281,0.774369121,-0.07844682,-0.556462169,1.660870433,0.995386541,0.305159986,0.228752509,0.348172665,2.60328126,0.699742973,0.715899765,1.612444162,2.265028238,,0.296598434,0.021456951,0.100132704,0.869508386,0.985268712,0.785583079,0.311411232,0.023106242,-0.290425152,1.09159255,0.126196235,,-0.08047682,,0.796345174,0.419623703,0.635029674,0.133508191,-0.209381819,1.170278192,-0.419953614,0.022808284,-0.813414514,-2.090893745,0.640613139,0.375332773,0.662491798,1.075762033,-0.204259202,,0.792959332,0.228494331,0.341326505,0.588093281,1.088898778,0.592731416,0.432139277,0.688572466,-0.512691736,,-0.694697082,,-0.848093152,0.262993932,0.58145088,0.028912969,-0.369143069,,1.286399961,0.717785776,0.174035385,0.546475112,0.60874635,-2.08699131,0.215510204,0.708758771,0.126014248,,4_53,109,"{""type"":""Point"",""coordinates"":[-72.33180948051836,42.41464816510135]}"
0000000000000000006b,-2.960190773,-1.636679411,,0.444610626,-1.123138428,0.52536118,-0.15427129,-0.820382774,-0.299701273,-0.388392121,,0.901226461,,,,0.628812909,,0.20718047,-0.35699752,0.299565583,-1.368523479,2.36122179,0.028023487,0.223577738,-0.341376513,-0.969872177,,,0.074102998,-0.640334249,-0.16312623,1.221921563,0.254302949,,-0.876830995,-3.491571188,-0.573411345,-0.548157215,0.747493327,-1.293900728,,,0.048246186,-0.316328824,,,-0.403989375,-0.117465459,-0.320966572,0.253279597,-3.031806469,0.475563943,,-1.291995645,-0.843383372,0.492752969,0.229862005,-0.18825008,-2.081344366,-0.74934268,-0.344747365,1.413421392,1.179486513,1.000473261,0.058058724,0.688376009,1.492445469,0.689773917,0.446366906,0.005840324,3.932455778,3.284806728,0.946567535,0.598498166,0.455162019,2.867242575,-0.816923201,-1.299066663,-1.228896976,-1.461818576,-0.774285197,-0.055340849,-0.295310438,-0.67288518,-0.653800905,-0.20698005,0.466649204,0.051852427,,-0.02324345,-1.099422812,0.315699458,0.409819096,0.818313539,0.051830679,-1.643718123,-1.707024455,0.325910062,0.966280103,0.389946103,-0.078307122,1.732576966,,1.479114175,0.768844128,1.030581832,0.658127308,-0.145171255,0.316393226,-0.051041014,-0.480878353,-0.702069879,-0.643988013,,-1.238967776,0.006191532,0.929083586,0.020528074,-2.057066679,-0.522469103,0.28809303,0.955431163,-0.1874585,0.36060065,0.631771266,-1.843483567,1.947330356,2.980460644,1.26738131,-0.366303384,4_56,110,"{""type"":""Point"",""coordinates"":[-72.32102291507007,42.41608845474162]}"
0000000000000000006c,-2.446204901,,,-0.655681014,2.438366175,0.544124961,0.32406339,-0.779168129,-0.069843113,0.252533942,,1.168603659,,,,0.910122573,,0.493481636,-0.29877618,,-1.326409578,1.312262416,0.066774875,0.206798688,-0.521383762,-1.698943615,,,-0.25343892,-1.141878724,-1.221632361,0.81125319,0.286133826,,-1.264322162,-3.978480339,-0.851053953,-1.149895549,0.550478399,-2.230446339,,,-0.292404324,-0.49569416,,,-0.913324773,-0.298366874,-0.589009762,0.030780943,-2.86998558,0.510839581,,-0.460846543,-1.105637312,0.217727229,0.515823185,-0.448037982,-3.71762538,-0.952831864,-0.774267554,1.979783058,1.613146544,1.662713885,-0.210451707,0.884343863,2.019129753,1.043791413,0.484203339,0.159064338,3.225508928,3.04577446,1.0234828,0.6248191,0.730071425,1.693989635,0.765278935,-0.220163047,0.396180242,0.061240189,0.333233058,1.159668326,0.549705327,1.673766971,-0.19108218,-0.509360969,0.658144891,0.37099731,1.52752459,0.462532252,-1.508930802,0.122996405,0.316503942,0.413248837,-0.062870197,-1.077021718,-2.506497145,-0.34635374,0.906279743,0.691425323,-0.300345033,-0.714329481,-1.422816157,0.323061913,-0.729124188,0.919218361,-1.783077955,-2.931242704,-1.603214264,-1.78060317,-0.89069438,-1.845471501,-1.42203474,,-2.005292654,-0.708064973,0.51023823,-0.373400301,-1.156507373,-0.213882416,-0.820674419,0.030619849,0.694345951,1.851382256,0.678216338,-0.965555012,2.011027575,2.787722349,1.467580557,-0.084091596,4_57,111,"{""type"":""Point"",""coordinates"":[-72.31919914273921,42.41570051294996]}"
0000000000000000006d,-2.454918623,0.240049034,-2.799078941,0.478069544,-0.915809512,0.32876724,0.20432885,-0.245556429,-0.018396208,0.294165254,,1.377185106,,,,0.907625318,,0.313388526,0.0332122,0.332307875,1.308031559,1.623237252,0.731349885,0.480919302,0.867938578,,,,0.045847043,-0.270923376,0.285224706,1.010068297,0.704371929,,0.537247241,-2.089304924,-0.051313743,0.707306445,,-0.624319673,,,0.105661578,,,,0.083337657,0.077878438,-0.246872544,,-2.242388248,1.208503246,,0.138915956,-0.665176272,-0.732743144,0.275890529,-0.283100843,0.70391202,-0.870551169,-0.826119602,3.218243122,1.999921083,0.944739819,0.064700931,1.354424,3.974231005,0.490792781,1.05210042,0.96750176,2.063627958,1.469779253,0.229918599,0.135319158,1.589948893,1.024858475,-0.068673417,-0.176058918,0.016551467,-0.941891193,-0.985157788,-0.009641764,-0.654999912,0.482467681,0.261810601,,0.554943979,0.041782871,,-0.273957998,-1.16155839,0.576013148,0.23776792,0.307833135,0.069686852,-1.784026146,0.872716427,1.077321053,1.489438772,1.265348792,-0.425745219,,-0.89670223,0.280797839,0.375579029,0.903714418,1.103770375,0.754757881,1.429517984,1.030722141,-0.737668216,-0.801365614,-2.069561243,,-1.515343189,-0.68192482,-0.036204398,0.332885444,-1.336094975,-0.28387174,-0.391873389,0.958082676,0.253225684,0.335707694,-0.855046034,-1.585530281,0.901990235,1.097980261,0.478090882,-0.331010699,4_60,112,"{""type"":""Point"",""coordinates"":[-72.32797019451134,42.416810829112265]}"
0000000000000000006e,-2.622184515,0.111647144,0.916769922,0.636743426,0.051772572,0.70510298,0.472547024,-0.513314128,0.003955965,0.564839721,,1.157215595,,,,0.518849313,,0.445032984,-0.307982177,0.383917034,-1.54320848,1.931190968,-0.335494369,0.299369574,-0.590333581,,,,-2.663194895,-0.651379228,-0.468026698,0.591583848,0.362666667,,-0.001315681,-1.65418148,0.10840594,0.568038642,0.820751011,-0.358869553,,,0.676678598,-0.095543168,,,,-0.024905799,-0.587778091,0.072124176,-2.749731541,0.493492991,0.465178996,0.102187186,-0.635687709,-0.852357328,0.202602714,-0.284414113,-0.264633864,-0.658614933,-0.621305823,1.247246385,0.681572676,0.116092891,-0.813352764,1.348130345,1.821558595,0.191739485,-0.169409305,0.183558822,2.215069532,2.306209326,0.593116462,0.564088464,1.15886879,1.229242444,0.507504165,-0.23604922,-0.122006729,-0.102627441,,0.170020163,-0.536333859,-0.779888809,-0.64403522,,0.671763062,,-0.508668423,0.322017342,-0.640313983,0.574849963,0.422380418,0.282843262,-0.012700682,-2.127671719,-3.050113678,0.793063581,1.134941339,0.914430737,-0.893657923,,1.096643329,0.930971146,1.171283245,0.309900343,0.683461785,0.383206695,0.587116957,0.311195612,-0.426205546,-0.261971325,-0.486493617,,-0.811188936,-0.044262666,0.358310997,0.065867417,-0.631775081,-0.804889381,-0.898052454,0.414337754,-0.193614915,0.314883471,0.506422579,-2.230886221,1.230305314,1.064965129,,-0.645591676,4_62,113,"{""type"":""Point"",""coordinates"":[-72.32389011704744,42.41450101476658]}"
0000000000000000006f,-2.329065084,0.73736912,-1.776283622,0.873553872,-0.471997231,0.156375572,0.44716531,-0.754116178,-0.152347535,-0.408832341,,1.098379612,,,,0.565902352,,0.089185372,-0.520638406,0.241549596,-1.525017023,1.328805685,0.300902307,0.493081838,-0.007548948,,,,-0.478544503,-0.499380052,-0.220301434,1.22048533,0.659983814,,0.441382676,-1.861331224,0.407117456,0.858690381,,-0.012821448,,,0.126757175,,,,,-0.078724638,0.676760912,,-2.956810236,1.256417751,,0.787895441,-0.58315438,-0.413250148,0.35614875,-0.230406299,1.346334338,-0.481067687,-1.036631465,2.519770861,2.00214076,0.500622094,0.005505288,-0.164903924,2.678599596,0.752952874,-0.058216695,0.27620694,1.865680695,1.592021346,-0.188470647,-0.030438501,-1.316533566,0.570286632,-0.260969073,0.095242515,0.322386771,-0.594519973,-0.930595219,0.359666675,-0.157031789,,0.535635233,,0.561965764,0.403938532,,-0.003552513,-0.334567815,0.922149777,0.168651238,0.487877876,0.090721056,-2.098154545,0.771714628,1.392733455,1.220466018,0.490220934,-0.417318434,,-2.100056171,0.228179008,-0.142545059,0.784721553,1.209231853,0.901828945,0.848437607,0.932938457,-0.775647581,-0.131578505,-0.978599668,,-1.060481548,-0.909671903,0.154736072,0.492687613,-0.906308353,-0.161001876,-0.540269792,0.756394506,0.490077317,0.244892627,-0.848043859,-1.672516346,1.012148261,1.10405767,,-0.24588263,4_63,114,"{""type"":""Point"",""coordinates"":[-72.3278408805808,42.416012650023696]}"
